date,climate_joy_score_freq,covid_joy_score_freq,both_joy_score_freq,climate_sadness_score_freq,covid_sadness_score_freq,both_sadness_score_freq,climate_anger_score_freq,covid_anger_score_freq,both_anger_score_freq,climate_fear_score_freq,covid_fear_score_freq,both_fear_score_freq,climate_surprise_score_freq,covid_surprise_score_freq,both_surprise_score_freq,climate_disgust_score_freq,covid_disgust_score_freq,both_disgust_score_freq,climate_trust_score_freq,covid_trust_score_freq,both_trust_score_freq,climate_anticipation_score_freq,covid_anticipation_score_freq,both_anticipation_score_freq,climate_positive_score_freq,covid_positive_score_freq,both_positive_score_freq,climate_negative_score_freq,covid_negative_score_freq,both_negative_score_freq,climate_liwc_emo_pos_pct,covid_liwc_emo_pos_pct,both_liwc_emo_pos_pct,climate_liwc_emo_neg_pct,covid_liwc_emo_neg_pct,both_liwc_emo_neg_pct,climate_liwc_emo_anx_pct,covid_liwc_emo_anx_pct,both_liwc_emo_anx_pct,climate_liwc_emo_anger_pct,covid_liwc_emo_anger_pct,both_liwc_emo_anger_pct,climate_liwc_emo_sad_pct,covid_liwc_emo_sad_pct,both_liwc_emo_sad_pct,climate_vader_positive_pct,covid_vader_positive_pct,both_vader_positive_pct,climate_vader_negative_pct,covid_vader_negative_pct,both_vader_negative_pct,US_daily_covid_confirm,US_daily_covid_death,debates,climatenews,WinterStorm,Wildfire,TropicalCyclone,SevereStorm,Flood,Drought,GovernmentResponseIndex_Average
2020-01-21,1.2995515888547566,1.1046291360720288,1.0312312771768095,1.5291131442741228,2.617261355003427,4.041588313783962,1.6624927599703152,1.33945717135754,3.4071406682766914,3.672481930504876,3.3587015626692356,6.167475665392512,0.8886646017961768,0.8980853415799341,1.0707809197339504,1.0927237995789614,1.2915721917499061,3.2275263272902106,2.5959874277058446,2.0648250812754454,2.232225358506136,1.7733082446910011,2.1187193263209307,1.6688698287163726,4.2003585488189845,3.2488701433437783,4.690545007862222,3.656886194447824,4.9657537545566255,7.707472841646028,0.3646113347785692,0.5273042168674699,0.7233333333333333,0.6074140600805202,0.6982981927710844,1.715,0.11165995664292351,0.3946385542168675,0.5033333333333333,0.1913657479095695,0.05231927710843374,0.4066666666666667,0.05954165376277485,0.04382530120481928,0.065,9.969804893155775,8.571234645613705,13.950000762939453,10.109445769781667,9.394578313253012,14.416666666666666,0,0,0,1931,0,0,0,0,0,0,5.21
2020-01-22,1.2720580221480338,0.933121161963908,1.32927437928169,1.668968893019486,2.4050526348110544,3.1354837179150623,1.8113939601983335,1.2218080429078286,2.2869493056879393,3.9165063444296293,3.3074900770514413,5.926412738356594,0.8214996345143089,0.8436203187119355,1.065773050894288,1.1460020896335732,1.209168920979965,1.0687116481702248,2.545854919105015,1.9395668788087517,2.0640306028200786,1.7689613774594715,1.7874519915083373,1.7585429205199703,4.030740318248885,3.1040639678283304,3.7795230775212265,3.88077486897229,4.860632870969856,5.835359246302304,0.3561855941114616,0.40199582027168235,0.20333333333333337,0.635068349106204,0.608798328108673,0.6704761904761904,0.11844374342797055,0.31352142110762804,0.508095238095238,0.20317560462670872,0.04177638453500522,0.025714285714285717,0.061558885383806515,0.049174503657262274,0.03428571428571429,9.640589059213985,7.616300736350575,9.742856706891741,10.794426919032597,9.30585182373302,14.295238676525297,0,0,0,1931,0,0,0,0,0,0,5.21
2020-01-23,1.2943876773022682,0.8469307766187439,0.8447341750901389,1.6513924876306723,2.3785072491461934,2.6905004645629282,1.661291479147726,1.2895502505622254,1.8505090511648954,3.7593146059887426,3.3716668527238056,6.123825091832679,0.844639570611576,0.7842711864131391,1.0138895492710398,1.0717533150290162,1.2555045076179903,1.0253731068826897,2.64477856441132,1.8046418029838842,2.319007972228187,1.7934567173827987,1.6879265751047017,1.5807118701732272,4.131706642718405,3.023603155422577,3.2843632200681814,3.825668135605419,4.881804722234098,6.508408172448361,0.38984015984015985,0.32454589139836615,0.34307692307692306,0.6606493506493507,0.7251033157135992,0.8207692307692308,0.14653679653679655,0.35798654493032195,0.24846153846153846,0.18772560772560773,0.05594906295050457,0.29230769230769227,0.06460206460206461,0.06013935607880827,0.2223076923076923,9.811954972111222,7.504661314422153,8.63076899601863,10.42907092907093,9.871456030754445,13.923076923076923,0,0,0,1931,0,0,0,0,0,0,5.21
2020-01-24,1.320015446368069,0.9337512008785187,1.0255092708282192,1.7021053195249363,2.4780134741083555,2.2940372262269566,1.8050912415386953,1.3797232913946833,2.5766783771999977,3.7969897347159,3.494459212197028,3.704054955408296,0.8739580124329097,0.8474571852719311,0.8072139542675943,1.1900885350318806,1.3450169522336768,1.8026597553023307,2.652838713086778,1.9807023459942323,2.0445815374670504,1.8346170533407729,1.76522397322466,1.9144802260158174,4.114812622629533,3.1363487065061797,3.239063022634473,3.8832978180582938,4.986177794454343,5.296433708600525,0.38419486215538845,0.3630208028127747,0.3870588235294118,0.6453195488721805,0.7616612950483446,1.4000000000000001,0.1443890977443609,0.3648491063580428,0.6635294117647059,0.17677318295739347,0.07114268971579256,0.15058823529411766,0.060939849624060155,0.030134778786990914,0.036470588235294116,9.958333333333334,7.617843310503956,8.405882891486673,10.57446717379386,10.36973291459127,14.482352761661305,0,0,0,1931,0,0,0,0,0,0,5.21
2020-01-25,1.3676711948994718,0.8468601475013149,0.973918637907519,1.7793911513625944,2.473480309583545,2.9479934623972865,1.8141759655199012,1.380182505488909,2.233052883452747,3.902803739622722,3.5691088239839694,5.302108188678854,0.8479457169547528,0.7870464016940406,0.4113625948493924,1.2083374380843694,1.3101185382868845,1.8349668646021924,2.5683221292580893,2.0082701784707897,1.3875171666729051,1.7641153037397534,1.665325262427368,1.6355191860800298,4.050704300420235,3.2367544883862407,3.2595514632492955,3.8845940546953557,5.017998016855306,4.953349714971889,0.3864752650176679,0.35745832381822334,0.19499999999999998,0.6751590106007067,0.7579424526147521,0.35888888888888887,0.14576855123674912,0.35624800182690114,0.1322222222222222,0.19819787985865725,0.06865037679835578,0.09888888888888889,0.061797703180212014,0.05116693308974652,0.007777777777777778,10.16877191226811,7.513199538992921,10.794444613986546,10.713913772636927,10.501986576558576,15.238888210720486,5,0,0,1931,0,0,0,0,0,0,5.21
2020-01-26,1.3422357363751953,0.9568741184784184,1.1290270650615468,1.6856429653578469,2.526537170496121,3.449082173222155,1.707255852594919,1.411180487332327,1.5423040308723484,3.6452497754597197,3.6400135639177167,5.201517152354336,0.8778371417062377,0.895428395946205,0.9771821599155128,1.120915857017055,1.383510578038642,2.5606407959655626,2.6163622369455264,2.0378032336338614,1.682937722744775,1.7873069386628038,1.8145491280557922,1.8729837335457353,4.231508667394069,3.2717961974695626,3.778982931582903,3.780247815577775,5.1964994630305625,5.758389221984374,0.3853672869735553,0.35747655931512434,0.3092857142857143,0.6143878550440744,0.756667346106808,1.0878571428571429,0.13621939275220374,0.33501630656339176,0.2832142857142857,0.19917238001958862,0.0655279249898084,0.19,0.04987757100881488,0.04230330207908683,0.17392857142857143,10.247453859573946,7.711251210252752,9.364286150251116,10.39054848188051,10.715715609712596,11.982142857142858,1,0,0,1931,0,0,0,0,0,0,5.21
2020-01-27,1.3303480204435385,0.9448101413817184,0.9889501186144191,1.6610638061635528,2.430217371065029,3.144397757787266,1.8113361018804015,1.345729998196106,1.9069983188667285,3.6665279655919822,3.468067875108343,5.039335843755981,0.8563643044339241,0.8191329671108729,1.1193055540672776,1.1494602141498707,1.2633953573044012,1.2950228897374347,2.629359709626433,2.120451854448427,1.8453518215071716,1.8641952144386866,1.8022472839822983,1.8080222348405601,4.143774849763256,3.2064304212760484,3.0720853501006364,3.7966204624251993,4.932741774478531,4.88629423498145,0.4134494195688226,0.37000188040616777,0.207,0.6614303482587064,0.740112824370064,0.36000000000000004,0.1442910447761194,0.3329371944339977,0.09566666666666666,0.18092039800995025,0.06063369687852576,0.020333333333333335,0.0842703150912106,0.06634825122226401,0.05266666666666667,10.116915422885572,7.730537796163971,8.383333333333333,10.388847591469734,10.635144644368184,13.709999593098958,0,0,0,1931,0,0,0,0,0,0,5.21
2020-01-28,1.3146725812573747,0.889130879158954,0.9031518489029541,1.6491889511901756,2.289928249105767,2.3680513729682136,1.7226306908226212,1.3470485845575213,1.6493031654032018,3.7358195386005337,3.2747881831857355,4.608793209355018,0.8823744153929443,0.7916172478229857,0.8539228584341766,1.0952492893072785,1.211085230261875,1.1543348773576467,2.6031809012983653,2.088240756004844,1.81637643801253,1.8481237373045283,1.7763889554139964,1.5988869302658852,4.121838142089076,3.2077071379133844,3.3644802215981757,3.785986944363213,4.777559759953927,5.087372142711989,0.3967055510860821,0.3542838967648128,0.3806060606060606,0.5905752212389381,0.6799400218102508,0.8336363636363637,0.1061504424778761,0.29771355870592514,0.29454545454545455,0.17416331456154463,0.07665030897855325,0.13939393939393938,0.0637731295253419,0.05463649581970193,0.13121212121212122,10.386846025241352,7.485478291984733,9.766666296756629,9.947828150140788,10.412232199654671,13.521212491122158,1,0,0,1931,0,0,0,0,0,0,5.21
2020-01-29,1.3016598276138607,0.9473567052973084,1.3786637087042435,1.5944863501843378,2.2006859994566508,2.8467660512851705,1.665689566389789,1.3032332963924669,2.1028198391687614,3.607974509941124,3.2306710500850455,5.2708046582385455,0.8374418129993118,0.8331306203925329,0.6597142924147954,1.0345565182862524,1.1851390375327595,1.7281939404737359,2.6413890964800055,2.10031348773597,2.004605824925718,1.8101834058845212,1.7675093445104897,2.452046350516205,4.192200711818748,3.3304823440509725,3.2994312095205798,3.652549670360047,4.669692218976212,5.305373950256226,0.374391061452514,0.3816064171122995,0.5507407407407408,0.5817579143389199,0.658468449197861,1.208148148148148,0.09878584729981378,0.2990374331550802,0.44074074074074077,0.18427932960893856,0.06763422459893048,0.06888888888888889,0.055899441340782126,0.04574973262032085,0.08666666666666666,9.921601489757915,7.908962232620321,9.929629855685764,10.010874941806332,10.212470755347594,13.140740288628471,0,0,0,1931,0,0,0,0,0,0,5.21
2020-01-30,1.3048676583841017,0.8838026406635624,1.1901839538983383,1.700797532808298,2.3443688276163615,2.7079368299636037,1.7610500377258547,1.3394786476430212,2.1299430997836226,3.665075044518164,3.3495097666327593,4.955505754568266,0.9053738732072981,0.8451986702041332,0.797561683313152,1.1658580521854591,1.1916260938940924,1.2786588254119051,2.710310239883999,2.000462692435338,2.608486511475496,1.8208460233986465,1.765702545832505,1.870533082264428,4.19996148713585,3.1546209908846996,3.6384688456221568,3.8923409741966415,4.821634218700102,5.433058671939711,0.353681592039801,0.3371886758645404,0.7114705882352941,0.6384883275928052,0.6621537358896256,1.08,0.12154228855721393,0.2998351549901451,0.5144117647058825,0.2217106773823192,0.08026160186346533,0.11205882352941175,0.057650210486031375,0.05048915964880845,0.08294117647058823,10.005511056496365,7.670166496819566,10.617647058823529,10.413968319460391,10.397759978050528,12.844118006089154,0,0,0,1931,0,0,0,0,0,0,5.21
