date,climate_only_comments,covid_only_comments,co_mention_comments,co_mention_share_among_climate_comments,climate_only_comments_ma7,co_mention_share_among_climate_comments_ma7
2020-03-08,2119,20013,111,0.04977578475336323,2620.714285714286,0.03895863219368944
2020-03-09,2286,26231,153,0.06273062730627306,2628.5714285714284,0.04345392620065842
2020-03-10,2377,32803,178,0.06966731898238747,2585.0,0.04901794456114507
2020-03-11,3585,39739,259,0.0673777315296566,2474.285714285714,0.05500325559197986
2020-03-12,2339,63284,334,0.12495323606434718,2396.4285714285716,0.06614991276933395
2020-03-13,1656,63639,283,0.14595152140278495,2304.285714285714,0.08031294819756941
2020-03-14,1336,51457,201,0.13077423552374756,2242.5714285714284,0.09303292222322287
2020-03-15,1408,50481,242,0.14666666666666667,2141.0,0.10687447678226622
2020-03-16,1847,57264,286,0.13408345053914675,2078.285714285714,0.11706773724410531
2020-03-17,1541,59203,268,0.14814814814814814,1958.857142857143,0.1282792842677854
2020-03-18,1903,63463,328,0.14701927386822053,1718.5714285714287,0.13965664745900883
2020-03-19,1710,63389,295,0.14713216957605985,1628.7142857142858,0.14282506653211063
2020-03-20,1198,63357,276,0.18724559023066487,1563.2857142857142,0.14872421922180776
2020-03-21,1186,57228,244,0.17062937062937064,1541.857142857143,0.1544178099511825
2020-03-22,1332,57163,295,0.18131530424093423,1531.0,0.159367615318935
2020-03-23,1333,61492,237,0.15095541401273885,1457.5714285714287,0.16177789581516247
2020-03-24,1330,64269,292,0.18002466091245375,1427.4285714285713,0.1663316833529204
2020-03-25,1256,61412,261,0.17205009887936717,1335.0,0.1699075154973699
2020-03-26,1245,62270,276,0.1814595660749507,1268.5714285714287,0.17481142928292573
2020-03-27,1255,63395,242,0.16165664662658652,1276.7142857142858,0.17115586591091453
2020-03-28,1152,52375,231,0.16702819956616052,1271.857142857143,0.17064141290188456
2020-03-29,1038,53515,227,0.17944664031620552,1229.857142857143,0.17037446091263758
2020-03-30,1077,57277,251,0.18900602409638553,1193.2857142857142,0.17581026235315853
2020-03-31,1268,55608,248,0.16358839050131926,1184.4285714285713,0.1734622237229965
2020-04-01,1238,55476,253,0.16968477531857815,1181.857142857143,0.1731243203571695
2020-04-02,1241,58315,276,0.18193803559657218,1181.2857142857142,0.17319267314597253
2020-04-03,1259,57363,261,0.17171052631578948,1181.857142857143,0.17462894167300153
2020-04-04,1006,50443,199,0.16514522821576763,1161.0,0.17435994576580252
2020-04-05,1117,48551,215,0.1614114114114114,1172.2857142857142,0.1717834844936891
2020-04-06,1111,55580,218,0.16403310759969902,1177.142857142857,0.16821592499416244
2020-04-07,1054,52574,176,0.14308943089430895,1146.5714285714287,0.16528750219316096
2020-04-08,2008,53788,268,0.11775043936731107,1256.5714285714287,0.15786831134297996
2020-04-09,1720,50793,257,0.12999494183105717,1325.0,0.15044786937647783
2020-04-10,1374,45912,186,0.11923076923076924,1341.4285714285713,0.14295076122147493
2020-04-11,1272,41926,175,0.12093987560469938,1379.4285714285713,0.13663571084846518
2020-04-12,1199,40495,172,0.12545587162654998,1391.142857142857,0.13149920516491356
2020-04-13,1729,44772,193,0.1004162330905307,1479.4285714285713,0.12241108023503236
2020-04-14,1869,46242,230,0.1095759885659838,1595.857142857143,0.1176234456167002
2020-04-15,1567,54127,229,0.12750556792873052,1532.857142857143,0.11901703541118869
2020-04-16,1450,50122,207,0.12492456246228123,1494.2857142857142,0.11829269550136355
2020-04-17,1421,45952,197,0.12175525339925834,1501.0,0.11865333609686199
2020-04-18,1127,41608,162,0.1256788207913111,1480.2857142857142,0.11933032826637795
2020-04-19,1168,43315,176,0.13095238095238096,1475.857142857143,0.12011554388435382
2020-04-20,1404,45374,195,0.12195121951219512,1429.4285714285713,0.12319197051602016
2020-04-21,1428,46299,218,0.1324422843256379,1366.4285714285713,0.12645858419597072
2020-04-22,1823,47775,323,0.15051258154706432,1403.0,0.1297453004271613
2020-04-23,1658,45624,223,0.11855396065922381,1432.7142857142858,0.12883521445529594
2020-04-24,1512,44224,194,0.11371629542790153,1445.7142857142858,0.12768679188795926
2020-04-25,1272,37083,153,0.10736842105263159,1466.4285714285713,0.1250710204967193
2020-04-26,1254,36842,150,0.10683760683760683,1478.7142857142858,0.1216260527660373
2020-04-27,1179,41539,157,0.11751497005988024,1446.5714285714287,0.12099230284427802
2020-04-28,1365,42335,220,0.138801261829653,1437.5714285714287,0.12190072820199448
2020-04-29,1291,42447,162,0.11149346180316587,1361.5714285714287,0.11632656823858042
2020-04-30,1590,43213,210,0.11666666666666667,1351.857142857143,0.11605695481107225
2020-05-01,1375,40525,157,0.10248041775456919,1332.2857142857142,0.11445182942916764
2020-05-02,1005,32533,125,0.11061946902654868,1294.142857142857,0.11491626485401292
2020-05-03,1101,35035,146,0.11708099438652766,1272.2857142857142,0.11637960593243017
2020-05-04,1128,39307,171,0.13163972286374134,1265.0,0.1183974277615532
2020-05-05,1348,40624,166,0.1096433289299868,1262.5714285714287,0.1142320087758866
2020-05-06,1276,39889,179,0.12302405498281786,1260.4285714285713,0.11587923637297974
2020-05-07,1268,40325,158,0.11079943899018233,1214.4285714285713,0.11504106099062483
2020-05-08,1154,38493,154,0.11773700305810397,1182.857142857143,0.11722057317684409
2020-05-09,1402,34876,151,0.09723116548615583,1239.5714285714287,0.11530795838535941
2020-05-10,1225,34729,152,0.11038489469862019,1257.2857142857142,0.11435137271565833
2020-05-11,1335,37613,162,0.10821643286573146,1286.857142857143,0.11100518843022834
2020-05-12,1342,39769,140,0.09446693657219973,1286.0,0.1088371323791159
2020-05-13,1373,41114,173,0.11190168175937905,1299.857142857143,0.10724822191862464
2020-05-14,1328,42478,172,0.11466666666666667,1308.4285714285713,0.10780068301526527
2020-05-15,1367,40731,177,0.11463730569948187,1338.857142857143,0.10735786910689069
2020-05-16,1110,33027,120,0.0975609756097561,1297.142857142857,0.10740498483883357
2020-05-17,1149,33170,146,0.11274131274131274,1286.2857142857142,0.10774161598778967
2020-05-18,1302,39122,153,0.10515463917525773,1281.5714285714287,0.10730421688915057
2020-05-19,1376,37379,167,0.10823071937783539,1286.4285714285713,0.10927047157566994
2020-05-20,1182,35600,178,0.13088235294117648,1259.142857142857,0.11198199603021242
2020-05-21,1243,38229,169,0.11968838526912182,1247.0,0.11269938440199172
2020-05-22,1131,35776,163,0.12596599690880989,1213.2857142857142,0.11431776886046717
2020-05-23,1120,30655,125,0.10040160642570281,1214.7142857142858,0.11472357326274528
2020-05-24,1103,32335,127,0.10325203252032521,1208.142857142857,0.11336796180260418
2020-05-25,1121,33620,161,0.12558502340093602,1182.2857142857142,0.11628658812055824
2020-05-26,1532,36866,162,0.09563164108618655,1204.5714285714287,0.11448671979317983
2020-05-27,1291,34857,137,0.09593837535014006,1220.142857142857,0.10949472299446032
2020-05-28,1179,35532,120,0.09237875288683603,1211.0,0.10559334693984809
2020-05-29,974,32252,167,0.14636283961437335,1188.5714285714287,0.10850718161207143
2020-05-30,933,27673,95,0.09241245136186771,1161.857142857143,0.10736587374580928
2020-05-31,967,31382,126,0.11527904849039342,1142.4285714285713,0.10908401888439045
2020-06-01,1112,34885,125,0.10105092966855295,1141.142857142857,0.10557914835119286
2020-06-02,1132,33265,152,0.11838006230529595,1084.0,0.10882892281106564
2020-06-03,1186,34442,158,0.11755952380952381,1069.0,0.11191765830526332
2020-06-04,1196,34315,125,0.09462528387585163,1071.4285714285713,0.11223859130369411
2020-06-05,1176,32640,133,0.10160427807486631,1100.2857142857142,0.10584451108376454
2020-06-06,891,26855,115,0.1143141153081511,1094.2857142857142,0.10897332021894789
2020-06-07,1071,26620,81,0.0703125,1109.142857142857,0.10254952757746312
2020-06-08,1095,30868,113,0.0935430463576159,1106.7142857142858,0.10147697281875781
2020-06-09,1187,28744,112,0.08622016936104696,1114.5714285714287,0.0968827023981508
2020-06-10,1180,28800,129,0.0985485103132162,1113.7142857142858,0.09416684332724974
2020-06-11,1018,28746,110,0.0975177304964539,1088.2857142857142,0.09458004998733575
2020-06-12,1101,27905,103,0.08554817275747509,1077.5714285714287,0.09228632065627988
2020-06-13,887,25076,86,0.08838643371017471,1077.0,0.08858236614228324
2020-06-14,990,23556,92,0.08502772643253234,1065.4285714285713,0.09068454134693073
2020-06-15,1096,28991,120,0.09868421052631579,1065.5714285714287,0.0914189933710307
2020-06-16,1178,30940,107,0.08326848249027237,1064.2857142857142,0.09099732381806291
2020-06-17,1372,31147,101,0.06856754921928038,1091.7142857142858,0.08671432937607208
2020-06-18,1178,28995,144,0.10892586989409984,1114.5714285714287,0.08834406357573579
2020-06-19,1420,30880,152,0.09669211195928754,1160.142857142857,0.08993605489028042
2020-06-20,1039,27809,130,0.11120615911035073,1181.857142857143,0.09319601566173415
2020-06-21,1449,27980,139,0.08753148614609572,1247.4285714285713,0.09355369562081461
2020-06-22,1538,30653,183,0.1063335270191749,1310.5714285714287,0.0946464551197945
2020-06-23,1550,33168,165,0.09620991253644315,1363.7142857142858,0.09649523084067603
2020-06-24,1499,35165,146,0.08875379939209727,1381.857142857143,0.09937898086536416
