measurement,metric,label,direction,specification,dependent_variable,predictor_variable,n,selected_p,selected_q,candidate_models_fitted,bic,aic,bounds_f,pss_case,pss_k,pss_n,pss_covariance,pss_core_fixed_controls,pss_critical_value_method,pss_90_lower,pss_90_upper,pss_95_lower,pss_95_upper,pss_99_lower,pss_99_upper,pss_95_decision,ecm_coefficient,ecm_hac_se,ecm_pvalue,short_run_coefficient,short_run_hac_se,short_run_ci95_low,short_run_ci95_high,short_run_pvalue,long_run_coefficient,long_run_hac_se,long_run_ci95_low,long_run_ci95_high,long_run_pvalue,ljung_box_p_lag7,ljung_box_p_lag14,ljung_box_p_lag30,arch_lm_pvalue_lag7,jarque_bera_pvalue,cusum_pvalue,minimum_root_modulus,inference
LIWC-22,emo_anger,Anger,climate-to-COVID,ECM,covid_liwc_emo_anger_pct,climate_liwc_emo_anger_pct,705,4,1,36,648.4293366337953,516.2416003522394,8.126023127704132,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.20919067468723387,0.08164236621573594,0.010613950518134808,0.023355996576556088,0.013670502931533858,-0.0034381891692502747,0.05015018232236245,0.08800275615098903,0.05622498323863904,0.08892055896003918,-0.11805931232303776,0.23050927880031583,0.5271870885287441,0.9970905300039226,0.5006835260452834,0.5857884507208451,1.604349407854385e-21,3.382657932858818e-85,0.8797302854839365,1.136002531958326,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_sad,Sadness,COVID-to-climate,ECM,climate_liwc_emo_sad_pct,covid_liwc_emo_sad_pct,705,1,1,36,2064.989866431034,1946.4767235579152,301.88090204843155,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-1.006811829111762,0.044331045551457206,2.0725296006792073e-85,0.2080178600783643,0.1099544126480445,-0.007492788711802922,0.4235285088685315,0.058934857157035156,0.1926153332193929,0.11292946382653488,-0.028726415880615447,0.4139570823194012,0.0880778944732302,0.11639945391420568,0.1342809100165833,0.09324592350942863,0.476412885932618,1.606175388289352e-17,0.9909301281277956,146.80344788352522,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_sad,Sadness,climate-to-COVID,ECM,covid_liwc_emo_sad_pct,climate_liwc_emo_sad_pct,705,2,1,36,890.3905096909305,767.3191690149991,17.603679050390678,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.5753698538250704,0.06269507222356259,5.238472211278454e-19,0.04403382225182625,0.021193618981410693,0.0024943290482612873,0.08557331545539121,0.03811291806439184,0.1142875081377189,0.04004761907174473,0.03579417475709924,0.19278084151833857,0.004320103288648757,0.36108930631179426,0.7073128768194427,0.13162114373020406,0.27735836916817186,2.373474797682048e-120,0.7450226445789672,1.8376563013212324,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_anx,Anxiety,COVID-to-climate,ECM,climate_liwc_emo_anx_pct,covid_liwc_emo_anx_pct,705,1,1,36,1978.1624337285805,1859.6492908554615,214.95067671310218,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.8443526191034401,0.04295074700524519,1.80508099743877e-68,0.2897081434487697,0.1633976273448581,-0.030551206147152177,0.6099674930446917,0.07667207867087818,0.5118052659565404,0.14239278637278405,0.2327154046658837,0.7908951272471971,0.0003252396758774612,0.5123007525501041,0.24248194269571172,0.6040956863271973,0.00040912839510721634,3.509258941981023e-122,0.9948835882449019,6.424778844589649,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_anx,Anxiety,climate-to-COVID,ECM,covid_liwc_emo_anx_pct,climate_liwc_emo_anx_pct,705,3,1,36,75.29386309598222,-52.33567538276132,11.817227769589888,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.2845601056333182,0.048439489227133224,6.64506592021761e-09,0.014895773775131325,0.010276775191737267,-0.0052467056006737164,0.035038253150936366,0.14767155962821243,0.07488818034246816,0.048217152076125605,-0.01961743772673802,0.16939379841167435,0.12038873686560368,0.2978391075467221,0.2050815978023849,0.24183392379557045,2.0160126083241724e-05,0.0,0.7301788047735533,1.2499735454229846,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_neg,Negative emotion,COVID-to-climate,ECM,climate_liwc_emo_neg_pct,covid_liwc_emo_neg_pct,705,1,1,36,2087.979152073535,1969.4660092004158,264.7851610065743,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.9223818554156277,0.04444918669841844,1.782663480194325e-74,0.10923717366260219,0.07272813395449128,-0.0333099688882007,0.2517843162134051,0.13356303554599325,0.12913460363167975,0.062252215627360656,0.007120261002052861,0.2511489462613066,0.0380442530337573,0.5605855649188044,0.4039715977492266,0.8148560145815538,0.004617431206607303,2.8821651238875623e-16,0.9875132958948645,12.883585472891257,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_neg,Negative emotion,climate-to-COVID,ECM,covid_liwc_emo_neg_pct,climate_liwc_emo_neg_pct,705,3,1,36,1166.2909824823187,1038.661444003575,24.66807388695146,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.23286042945486882,0.03881063833105508,3.213399080241949e-09,0.02618499365951489,0.0198653584155647,-0.01275110883499192,0.0651210961540217,0.18790749147602692,0.17522515825761134,0.11233279901007413,-0.044947127802133946,0.39539744431735663,0.11878935311252693,0.14354581840992964,0.10543725696774886,0.2206788898978054,2.5763910718447305e-10,3.000237875718641e-35,0.8400587377014522,1.1873297306918802,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_pos,Positive emotion,COVID-to-climate,ECM,climate_liwc_emo_pos_pct,covid_liwc_emo_pos_pct,705,1,1,36,2097.0689922390416,1978.5558493659225,225.47504761313874,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.8262956321398988,0.05443850800063072,4.990910822549891e-45,0.03211022219619247,0.21720202467629093,-0.39360574616933774,0.4578261905617227,0.8825162263507196,-0.227639700985159,0.21668395181049277,-0.6523402465337249,0.19706084456340683,0.2934602781585386,0.5556407589882706,0.3914106343009806,0.4608590074824507,0.02308327931810986,2.4107672864061692e-186,0.8408327733237604,5.756907625980858,exact two-sided Newey-West HAC(7) p values reported
LIWC-22,emo_pos,Positive emotion,climate-to-COVID,ECM,covid_liwc_emo_pos_pct,climate_liwc_emo_pos_pct,705,6,1,36,317.8899785840403,176.58584669685996,3.912520916727832,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,below_lower_bound,-0.19751466521755276,0.039848316157477415,9.079154263372902e-07,0.002913895307729244,0.017008560638683827,-0.030422883544091055,0.036250674159549544,0.8640240216974082,-0.0018405190318360408,0.11015246803463659,-0.21773935637972375,0.21405831831605165,0.9866689015972515,0.9238667738575294,0.8180076075213059,0.5661829764956223,3.1412987596533335e-11,6.608267283393168e-78,0.9104021628666294,1.0937748864111,exact two-sided Newey-West HAC(7) p values reported
VADER,negative,Negative sentiment,COVID-to-climate,ECM,climate_vader_negative_pct,covid_vader_negative_pct,705,2,1,36,1823.6695615850977,1700.5982209091665,69.22198032633476,5,1,705,classical nonrobust,0,finite-sample Monte Carlo; nsim=100000; seed=20260816,5.5914384136604856,6.278261785461958,6.587714741611035,7.339057663328569,8.733965950084494,9.633686109641985,above_upper_bound,-0.5977758888876539,0.05739496041365216,1.147667856888759e-23,0.29418928906649167,0.09659126247135232,0.10487041462264113,0.4835081635103422,0.002411177892887214,0.27354897802288136,0.07836967667770424,0.11994441173458106,0.4271535443111817,0.0004821263253946517,0.053893665455492956,0.04208690422760215,0.13080490691826593,0.0012208126376382523,9.773256710708313e-10,0.9490441641915238,1.9054936697626947,exact two-sided Newey-West HAC(7) p values reported
