date,climate_only_comments,covid_only_comments,co_mention_comments,total_comments,co_mention_share_pct,US_daily_covid_death
2021-05-14,1528,40487,142,42157,8.502994011976048,679
2021-05-15,1542,32252,117,33911,7.05244122965642,583
2021-05-16,1221,28501,76,29798,5.859676175790286,701
2021-05-17,2009,33410,119,35538,5.592105263157895,442
2021-05-18,1618,33327,124,35069,7.1182548794489096,437
2021-05-19,1533,32118,120,33771,7.259528130671507,362
2021-05-20,1233,30284,128,31645,9.40484937545922,610
2021-05-21,1321,30046,98,31465,6.906272022551092,583
2021-05-22,1166,24494,72,25732,5.815831987075929,541
2021-05-23,1182,25061,80,26323,6.3391442155309035,649
2021-05-24,1433,29751,92,31276,6.032786885245902,409
2021-05-25,1449,30489,122,32060,7.765754296626352,287
2021-05-26,1462,30888,110,32460,6.997455470737914,555
2021-05-27,2114,31659,118,33891,5.28673835125448,518
2021-05-28,1575,29511,112,31198,6.639004149377594,517
2021-05-29,1175,24603,105,25883,8.203125,545
2021-05-30,1239,25528,101,26868,7.537313432835821,703
2021-05-31,1368,25180,76,26624,5.263157894736842,301
2021-06-01,1269,28736,91,30096,6.6911764705882355,254
2021-06-02,1297,29851,117,31265,8.274398868458274,232
2021-06-03,1393,28136,103,29632,6.885026737967914,332
2021-06-04,1446,28261,99,29806,6.407766990291262,492
2021-06-05,1042,22929,96,24067,8.43585237258348,478
2021-06-06,1195,23101,94,24390,7.292474786656323,586
2021-06-07,1491,25204,93,26788,5.871212121212121,394
2021-06-08,1860,26095,120,28075,6.0606060606060606,423
2021-06-09,1879,28153,128,30160,6.37767812655705,322
2021-06-10,2449,29079,130,31658,5.040713454827452,313
2021-06-11,1804,25927,114,27845,5.943691345151199,387
2021-06-12,1354,21579,105,23038,7.196710075394106,382
2021-06-13,1502,23333,122,24957,7.512315270935961,403
2021-06-14,1839,26556,124,28519,6.316861946001019,208
2021-06-15,2061,27773,138,29972,6.2755798090040935,152
2021-06-16,2069,29318,150,31537,6.7598017124831005,199
2021-06-17,2203,26762,153,29118,6.494057724957555,316
2021-06-18,2103,26549,125,28777,5.6104129263913824,336
2021-06-19,1751,24798,98,26647,5.300162249864792,279
2021-06-20,1611,23522,100,25233,5.844535359438924,272
2021-06-21,1644,25147,113,26904,6.4314171883893,251
2021-06-22,1871,27499,122,29492,6.121424987456097,223
2021-06-23,1885,27680,124,29689,6.172224987555998,266
2021-06-24,2033,25787,124,27944,5.748725081131201,308
2021-06-25,2384,25261,114,27759,4.563650920736589,326
2021-06-26,1983,22738,116,24837,5.526441162458314,315
2021-06-27,2157,22415,119,24691,5.228471001757469,412
2021-06-28,2845,27975,168,30988,5.575838035180883,242
2021-06-29,3906,27843,202,31951,4.917234664070107,173
2021-06-30,4564,29007,215,33786,4.498849131617493,183
2021-07-01,3160,24534,173,27867,5.1905190519051905,282
2021-07-02,3221,22540,160,25921,4.732327713694174,244
2021-07-03,3076,18548,138,21762,4.293714996888612,289
2021-07-04,2425,19616,128,22169,5.013709361535448,304
2021-07-05,2132,23352,128,25612,5.663716814159292,152
2021-07-06,2419,28425,134,30978,5.248726987857422,125
2021-07-07,2695,26817,149,29661,5.239099859353024,103
2021-07-08,2730,27694,160,30584,5.536332179930796,301
2021-07-09,2432,27103,129,29664,5.037094884810621,250
2021-07-10,2217,21907,146,24270,6.178586542530681,262
2021-07-11,1969,22221,138,24328,6.5495965828191745,316
2021-07-12,2842,26378,149,29369,4.981611501170177,149
2021-07-13,2554,29653,143,32350,5.302187615869484,119
2021-07-14,2748,28398,158,31304,5.437026841018582,295
2021-07-15,3074,29653,167,32894,5.152730638691762,337
2021-07-16,3093,32653,201,35947,6.10200364298725,342
2021-07-17,2489,28517,181,31187,6.7790262172284645,319
2021-07-18,2457,27917,171,30545,6.506849315068493,370
2021-07-19,2347,35596,184,38127,7.2698538127222445,183
2021-07-20,2809,36899,228,39936,7.507408626934476,146
2021-07-21,4204,35738,283,40225,6.3071094272342325,284
2021-07-22,3250,36504,231,39985,6.63602413099684,320
2021-07-23,2732,37315,202,40249,6.8847989093387865,399
2021-07-24,2141,31773,195,34109,8.347602739726028,338
2021-07-25,2183,31248,172,33603,7.3036093418259025,414
2021-07-26,3057,37867,227,41151,6.912302070645554,254
2021-07-27,2971,38619,203,41793,6.395715185885319,249
2021-07-28,2835,44690,230,47755,7.504078303425775,411
2021-07-29,3820,43394,279,47493,6.806538180043913,499
2021-07-30,2651,44711,237,47599,8.206371191135734,494
2021-07-31,2001,38829,235,41065,10.509838998211091,495
2021-08-01,1881,39322,186,41389,8.99854862119013,525
2021-08-02,3367,42017,346,45730,9.318610288176677,395
2021-08-03,2857,44064,263,47184,8.42948717948718,370
2021-08-04,2038,45418,189,47645,8.486753480017962,656
2021-08-05,2473,47462,224,50159,8.305524657026325,700
2021-08-06,2874,45649,281,48804,8.906497622820918,741
2021-08-07,2547,39130,248,41925,8.87298747763864,753
2021-08-08,2235,37956,193,40384,7.948929159802306,838
2021-08-09,6198,44108,589,50895,8.678355679976425,648
2021-08-10,6107,49230,434,55771,6.6350710900473935,527
2021-08-11,4595,49349,380,54324,7.63819095477387,720
2021-08-12,4047,47399,371,51817,8.397464916251698,961
2021-08-13,3513,49251,353,53117,9.130884635281946,612
2021-08-14,3346,41648,328,45322,8.927599346761024,973
2021-08-15,2944,41953,307,45204,9.443248231313442,1196
2021-08-16,3196,40613,324,44133,9.204545454545453,904
2021-08-17,2638,42503,249,45390,8.6248701073779,679
2021-08-18,2294,43226,234,45754,9.25632911392405,845
2021-08-19,2435,44698,262,47395,9.71449758991472,1193
2021-08-20,2452,43545,224,46221,8.370702541106128,1497
2021-08-21,2079,41782,221,44082,9.608695652173912,1381
2021-08-22,2282,43563,214,46059,8.573717948717949,1556
2021-08-23,2814,50280,231,53325,7.586206896551724,1169
2021-08-24,2628,52952,274,55854,9.441764300482426,899
2021-08-25,2434,54420,258,57112,9.583952451708768,1205
2021-08-26,2185,58872,279,61336,11.32305194805195,1655
2021-08-27,2131,51654,252,54037,10.574905581200168,1658
2021-08-28,1846,43080,182,45108,8.974358974358974,1760
2021-08-29,2318,44014,255,46587,9.910610182666149,1837
2021-08-30,2892,48139,251,51282,7.986000636334713,1460
2021-08-31,2897,50436,255,53588,8.09010152284264,1183
2021-09-01,2456,53214,257,55927,9.472908219683006,1243
2021-09-02,3112,58072,284,61468,8.362779740871613,1807
2021-09-03,2971,48209,253,51433,7.847394540942928,2015
2021-09-04,2019,41753,197,43969,8.889891696750903,2028
2021-09-05,2008,37822,207,40037,9.345372460496613,1973
2021-09-06,2816,39917,283,43016,9.131978057437882,1490
2021-09-07,2768,44019,329,47116,10.623183726186632,1324
2021-09-08,2850,46915,329,50094,10.349166404529726,1092
2021-09-09,2525,47912,233,50670,8.448150833937635,1522
2021-09-10,2267,57655,274,60196,10.783156237701693,2119
2021-09-11,1908,41566,205,43679,9.70184571699006,2246
2021-09-12,2217,37796,232,40245,9.473254389546753,2292
2021-09-13,2631,44237,244,47112,8.486956521739131,1739
2021-09-14,2970,47190,272,50432,8.389882788402222,1140
2021-09-15,2632,45631,202,48465,7.127734650670431,1352
2021-09-16,2439,47380,208,50027,7.857952398942198,2413
2021-09-17,2579,45169,275,48023,9.635599159074983,2499
2021-09-18,2495,35132,225,37852,8.272058823529411,2108
2021-09-19,2241,35117,229,37587,9.271255060728745,2339
2021-09-20,2291,41694,231,44216,9.1593973037272,1589
2021-09-21,2747,45383,291,48421,9.578670177748519,1194
2021-09-22,2521,42538,236,45295,8.560029017047516,1368
2021-09-23,2912,41232,216,44360,6.905370843989769,2345
2021-09-24,2602,37019,215,39836,7.632232871849485,2350
2021-09-25,2291,30291,153,32735,6.260229132569559,2073
2021-09-26,2101,32393,170,34664,7.485689123734038,2465
2021-09-27,2645,38277,207,41129,7.258064516129033,1435
2021-09-28,2319,39736,205,42260,8.12202852614897,1019
2021-09-29,2702,39453,216,42371,7.402330363262509,1957
2021-09-30,2315,37566,200,40081,7.952286282306163,2155
2021-10-01,2146,34969,167,37282,7.220060527453523,2253
2021-10-02,1760,29725,156,31641,8.1419624217119,1962
2021-10-03,1796,30921,137,32854,7.087428867046043,2211
2021-10-04,2740,34530,179,37449,6.132237067488866,1287
2021-10-05,2223,33975,177,36375,7.375,942
2021-10-06,2125,34773,212,37110,9.071459135643988,1356
2021-10-07,2545,33422,176,36143,6.468210216832047,2055
2021-10-08,2260,32042,177,34479,7.263028313500206,2053
2021-10-09,1542,27719,134,29395,7.995226730310262,1738
2021-10-10,1942,26375,126,28443,6.09284332688588,2253
2021-10-11,2118,29508,171,31797,7.470511140235911,1051
2021-10-12,2442,33602,164,36208,6.293169608595549,1013
2021-10-13,2310,34696,171,37177,6.892382103990327,1024
2021-10-14,2478,34214,138,36830,5.275229357798166,1914
2021-10-15,2476,31920,166,34562,6.283118849356548,1846
2021-10-16,2002,26798,138,28938,6.4485981308411215,1576
2021-10-17,1875,26400,112,28387,5.636638147961751,2038
2021-10-18,2164,32718,164,35046,7.0446735395189,892
2021-10-19,3116,32658,185,35959,5.604362314450166,695
2021-10-20,3052,33748,198,36998,6.092307692307692,2330
2021-10-21,2596,33087,183,35866,6.585102554875855,1849
2021-10-22,2080,30527,160,32767,7.142857142857142,1841
2021-10-23,1725,23800,94,25619,5.167674546454096,1523
2021-10-24,1972,26090,141,28203,6.6729768102224325,1961
2021-10-25,2332,29849,160,32341,6.420545746388442,654
2021-10-26,2317,30663,143,33123,5.8130081300813,347
2021-10-27,2991,30578,161,33730,5.1078680203045685,1030
2021-10-28,2750,29985,184,32919,6.27130197682345,2052
2021-10-29,2776,28808,168,31752,5.706521739130435,1765
2021-10-30,2265,24887,156,27308,6.443618339529119,1277
2021-10-31,2168,22753,157,25078,6.75268817204301,1790
2021-11-01,3580,26919,237,30736,6.209064710505633,453
2021-11-02,4180,27907,246,32333,5.5580659737912335,302
2021-11-03,3414,32714,229,36357,6.286027998902004,1196
2021-11-04,2804,29791,187,32782,6.252089602139753,1450
2021-11-05,2444,32802,163,35409,6.252397391637898,1188
2021-11-06,2245,26998,130,29373,5.473684210526316,1204
2021-11-07,2262,24167,130,26559,5.434782608695652,1614
2021-11-08,2873,27037,182,30092,5.957446808510639,476
2021-11-09,2624,30083,178,32885,6.35260528194147,256
2021-11-10,2638,30464,170,33272,6.054131054131054,1161
2021-11-11,2461,27011,148,29620,5.672671521655807,1587
2021-11-12,2345,27409,136,29890,5.481660620717452,1345
2021-11-13,1917,24578,135,26630,6.578947368421052,970
2021-11-14,2175,26563,146,28884,6.290392072382593,1734
2021-11-15,2170,27340,158,29668,6.786941580756014,544
2021-11-16,2724,29677,163,32564,5.645999307239348,217
2021-11-17,2940,29872,215,33027,6.814580031695722,1080
2021-11-18,2324,29619,164,32107,6.591639871382636,1464
2021-11-19,2330,29922,164,32416,6.5757818765036085,1442
2021-11-20,1796,22887,129,24812,6.701298701298701,3867
2021-11-21,2362,25082,166,27610,6.5664556962025316,1662
2021-11-22,2101,27868,153,30122,6.787932564330079,374
2021-11-23,2273,29389,136,31798,5.64549605645496,177
2021-11-24,2425,28938,145,31508,5.642023346303502,1177
2021-11-25,1892,25101,135,27128,6.660088801184017,1560
2021-11-26,1908,30513,126,32547,6.1946902654867255,1374
2021-11-27,2082,34223,198,36503,8.68421052631579,465
2021-11-28,1716,32437,152,34305,8.137044967880087,563
2021-11-29,2005,34636,171,36812,7.858455882352941,214
2021-11-30,2019,35003,189,37211,8.559782608695652,193
2021-12-01,1841,35419,162,37422,8.087868197703445,1663
2021-12-02,1738,36005,173,37916,9.052851909994768,1622
2021-12-03,1933,34938,147,37018,7.0673076923076925,1727
2021-12-04,1537,28209,143,29889,8.511904761904763,1244
2021-12-05,1453,28362,103,29918,6.619537275064268,1641
2021-12-06,1856,32844,158,34858,7.845084409136048,572
2021-12-07,1817,32369,135,34321,6.915983606557377,281
2021-12-08,1925,33287,159,35371,7.629558541266794,1288
2021-12-09,1785,34018,172,35975,8.788962698007154,1832
2021-12-10,1879,32736,148,34763,7.301430685742477,1480
2021-12-11,2149,27514,150,29813,6.524575902566333,1162
2021-12-12,2437,27725,151,30313,5.834621329211746,1971
2021-12-13,2299,35946,194,38439,7.781789009225832,490
2021-12-14,2654,39920,192,42766,6.7463106113843985,306
2021-12-15,2430,42207,217,44854,8.19795995466566,1312
2021-12-16,2332,43746,200,46278,7.898894154818326,1908
2021-12-17,2345,47500,206,50051,8.075264602116818,1900
2021-12-18,1881,42263,206,44350,9.870627695256347,1115
2021-12-19,2625,42978,254,45857,8.822507815213616,2034
2021-12-20,2354,47830,221,50405,8.58252427184466,590
2021-12-21,1953,53814,187,55954,8.738317757009346,286
2021-12-22,1846,52673,195,54714,9.554140127388536,1467
2021-12-23,1696,45896,171,47763,9.159078735940012,2259
2021-12-24,1534,43465,149,45148,8.85323826500297,1854
2021-12-25,1582,34165,200,35947,11.22334455667789,3177
2021-12-26,1895,39538,296,41729,13.509812870835237,1368
2021-12-27,2407,44704,360,47471,13.010480664980124,262
2021-12-28,2556,46963,316,49835,11.002785515320335,266
2021-12-29,2984,50934,396,54314,11.715976331360947,1786
2021-12-30,2811,56210,382,59403,11.963670529282806,2331
2021-12-31,2799,53093,326,56218,10.432,1823
