date,family,measure,group,group_key,score_percent,n_comments
2020-12-30,NRC,Joy,Climate-only,climate,1.4416458827779413,1156
2020-12-31,NRC,Joy,Climate-only,climate,1.4383145014209238,1234
2021-01-01,NRC,Joy,Climate-only,climate,1.4060827228571495,953
2021-01-02,NRC,Joy,Climate-only,climate,1.346679865862992,1140
2021-01-03,NRC,Joy,Climate-only,climate,1.433821862707967,1290
2021-01-04,NRC,Joy,Climate-only,climate,1.3948195068661686,1378
2021-01-05,NRC,Joy,Climate-only,climate,1.4234960676578383,1361
2021-01-06,NRC,Joy,Climate-only,climate,1.3865573701035103,1538
2021-01-07,NRC,Joy,Climate-only,climate,1.565807419970431,1250
2021-01-08,NRC,Joy,Climate-only,climate,1.4313551116637353,1280
2021-01-09,NRC,Joy,Climate-only,climate,1.4049880559795067,1335
2021-01-10,NRC,Joy,Climate-only,climate,1.3689551997462963,1503
2021-01-11,NRC,Joy,Climate-only,climate,1.4061622498709838,1240
2021-01-12,NRC,Joy,Climate-only,climate,1.3112680300313313,1623
2021-01-13,NRC,Joy,Climate-only,climate,1.3654734491671627,1582
2021-01-14,NRC,Joy,Climate-only,climate,1.4596560939025167,1489
2021-01-15,NRC,Joy,Climate-only,climate,1.3933882874804109,1498
2021-01-16,NRC,Joy,Climate-only,climate,1.3524980727754674,1343
2021-01-17,NRC,Joy,Climate-only,climate,1.348225726447624,1486
2021-01-18,NRC,Joy,Climate-only,climate,1.384773605526109,1583
2021-01-19,NRC,Joy,Climate-only,climate,1.3515719065004148,1609
2021-01-20,NRC,Joy,Climate-only,climate,1.4203101668513485,1764
2021-01-21,NRC,Joy,Climate-only,climate,1.3683650285409483,2549
2021-01-22,NRC,Joy,Climate-only,climate,1.3873810306797367,2011
2021-01-23,NRC,Joy,Climate-only,climate,1.402192543680865,1361
2021-01-24,NRC,Joy,Climate-only,climate,1.3864135293922102,1477
2021-01-25,NRC,Joy,Climate-only,climate,1.3803793843777623,1509
2021-01-26,NRC,Joy,Climate-only,climate,1.4142830427444997,1820
2021-01-27,NRC,Joy,Climate-only,climate,1.3548646589657172,1644
2021-01-28,NRC,Joy,Climate-only,climate,1.3337945123006725,1717
2021-01-29,NRC,Joy,Climate-only,climate,1.4558500036715296,1294
2021-01-30,NRC,Joy,Climate-only,climate,1.3971319585652615,1119
2021-01-31,NRC,Joy,Climate-only,climate,1.434936521050832,1158
2021-02-01,NRC,Joy,Climate-only,climate,1.3329209194996487,1236
2021-02-02,NRC,Joy,Climate-only,climate,1.4175224912084678,1441
2021-02-03,NRC,Joy,Climate-only,climate,1.413217711276201,1504
2021-02-04,NRC,Joy,Climate-only,climate,1.3985964793301242,1468
2021-02-05,NRC,Joy,Climate-only,climate,1.370423718573514,1353
2021-02-06,NRC,Joy,Climate-only,climate,1.360522084265004,1208
2021-02-07,NRC,Joy,Climate-only,climate,1.3279125007840369,1379
2021-02-08,NRC,Joy,Climate-only,climate,1.3189035033744534,1385
2021-02-09,NRC,Joy,Climate-only,climate,1.3614472382266023,1486
2021-02-10,NRC,Joy,Climate-only,climate,1.428123833557965,1317
2021-02-11,NRC,Joy,Climate-only,climate,1.4510428958986723,1513
2021-02-12,NRC,Joy,Climate-only,climate,1.2683940610255855,1416
2021-02-13,NRC,Joy,Climate-only,climate,1.272180634615303,1262
2021-02-14,NRC,Joy,Climate-only,climate,1.404120470089768,1241
2021-02-15,NRC,Joy,Climate-only,climate,1.2682053558202595,1987
2021-02-16,NRC,Joy,Climate-only,climate,1.0881039383677105,3552
2021-02-17,NRC,Joy,Climate-only,climate,1.1221106171239748,4259
2021-02-18,NRC,Joy,Climate-only,climate,1.1285133888809296,3717
2021-02-19,NRC,Joy,Climate-only,climate,1.2348926111556104,3221
2021-02-20,NRC,Joy,Climate-only,climate,1.2765383524431246,2285
2021-02-21,NRC,Joy,Climate-only,climate,1.318382947613788,1771
2021-02-22,NRC,Joy,Climate-only,climate,1.262061960421752,1927
2021-02-23,NRC,Joy,Climate-only,climate,1.2616051243339297,2122
2021-02-24,NRC,Joy,Climate-only,climate,1.3435445406727704,1942
2021-02-25,NRC,Joy,Climate-only,climate,1.3391340010367638,1802
2021-02-26,NRC,Joy,Climate-only,climate,1.4455832361697092,1783
2021-02-27,NRC,Joy,Climate-only,climate,1.3894344933647564,1555
2021-02-28,NRC,Joy,Climate-only,climate,1.3524534566361823,1400
2021-03-01,NRC,Joy,Climate-only,climate,1.4466116766896422,1812
2021-03-02,NRC,Joy,Climate-only,climate,1.412205102550485,1744
2021-03-03,NRC,Joy,Climate-only,climate,1.3901950131368204,1664
2021-03-04,NRC,Joy,Climate-only,climate,1.3730832801103048,1580
2021-03-05,NRC,Joy,Climate-only,climate,1.3936690160578211,1394
2021-03-06,NRC,Joy,Climate-only,climate,1.396832381075925,1225
2021-03-07,NRC,Joy,Climate-only,climate,1.4307656690328658,1193
2021-03-08,NRC,Joy,Climate-only,climate,1.3550191244706078,1379
2021-03-09,NRC,Joy,Climate-only,climate,1.3546166477294932,2163
2021-03-10,NRC,Joy,Climate-only,climate,1.2491580335944823,1594
2021-03-11,NRC,Joy,Climate-only,climate,1.3608954183562931,1316
2021-03-12,NRC,Joy,Climate-only,climate,1.3431539657789584,1439
2021-03-13,NRC,Joy,Climate-only,climate,1.3856136431004311,1114
2021-03-14,NRC,Joy,Climate-only,climate,1.4436009446126616,1135
2021-03-15,NRC,Joy,Climate-only,climate,1.384108942148128,1520
2021-03-16,NRC,Joy,Climate-only,climate,1.4435798604894552,1543
2021-03-17,NRC,Joy,Climate-only,climate,1.339540083592306,1647
2021-03-18,NRC,Joy,Climate-only,climate,1.4144405153783308,1462
2021-03-19,NRC,Joy,Climate-only,climate,1.4205110472709368,2157
2021-03-20,NRC,Joy,Climate-only,climate,1.444441509499217,2014
2021-03-21,NRC,Joy,Climate-only,climate,1.316244892226767,1745
2021-03-22,NRC,Joy,Climate-only,climate,1.341841266796728,2241
2021-03-23,NRC,Joy,Climate-only,climate,1.4774957873161607,1798
2021-03-24,NRC,Joy,Climate-only,climate,1.4219106769270953,1864
2021-03-25,NRC,Joy,Climate-only,climate,1.3955086912092065,1843
2021-03-26,NRC,Joy,Climate-only,climate,1.4870091926535327,1577
2021-03-27,NRC,Joy,Climate-only,climate,1.3874314245755457,1310
2021-03-28,NRC,Joy,Climate-only,climate,1.3864967140605793,1282
2021-03-29,NRC,Joy,Climate-only,climate,1.4532764516669294,1327
2021-03-30,NRC,Joy,Climate-only,climate,1.351769601795239,1692
2021-03-31,NRC,Joy,Climate-only,climate,1.4004735731677114,1813
2021-04-01,NRC,Joy,Climate-only,climate,1.4030992566163003,1868
2021-04-02,NRC,Joy,Climate-only,climate,1.4475534868050544,1513
2021-04-03,NRC,Joy,Climate-only,climate,1.373979839201952,1380
2021-04-04,NRC,Joy,Climate-only,climate,1.24494068582166,1401
2021-04-05,NRC,Joy,Climate-only,climate,1.3916840408410611,1820
2021-04-06,NRC,Joy,Climate-only,climate,1.3486060560766762,1654
2021-04-07,NRC,Joy,Climate-only,climate,1.3213491441029137,1654
2021-04-08,NRC,Joy,Climate-only,climate,1.3819589459191512,1527
2021-04-09,NRC,Joy,Climate-only,climate,1.3504887301244974,1764
2021-04-10,NRC,Joy,Climate-only,climate,1.3950494387907435,1337
2021-04-11,NRC,Joy,Climate-only,climate,1.3202424548439131,1411
2021-04-12,NRC,Joy,Climate-only,climate,1.3858338860864452,1445
2021-04-13,NRC,Joy,Climate-only,climate,1.325036887022627,2551
2021-04-14,NRC,Joy,Climate-only,climate,1.3199404222682427,1813
2021-04-15,NRC,Joy,Climate-only,climate,1.3740667818629977,1755
2021-04-16,NRC,Joy,Climate-only,climate,1.3898467304785604,1536
2021-04-17,NRC,Joy,Climate-only,climate,1.3998124128405058,1312
2021-04-18,NRC,Joy,Climate-only,climate,1.2990529812975091,1644
2021-04-19,NRC,Joy,Climate-only,climate,1.311911259325763,1787
2021-04-20,NRC,Joy,Climate-only,climate,1.439110801139749,1689
2021-04-21,NRC,Joy,Climate-only,climate,1.3349125123820458,1664
2021-04-22,NRC,Joy,Climate-only,climate,1.375217957579227,2538
2021-04-23,NRC,Joy,Climate-only,climate,1.4316485292174816,1931
2021-04-24,NRC,Joy,Climate-only,climate,1.4084065473312397,1460
2021-04-25,NRC,Joy,Climate-only,climate,1.3633653260649872,1617
2021-04-26,NRC,Joy,Climate-only,climate,1.4290818625333108,1820
2021-04-27,NRC,Joy,Climate-only,climate,1.39413042603744,1844
2021-04-28,NRC,Joy,Climate-only,climate,1.3684226372258108,1632
2021-04-29,NRC,Joy,Climate-only,climate,1.2224554684947215,2613
2021-04-30,NRC,Joy,Climate-only,climate,1.3075106225604938,1748
2021-05-01,NRC,Joy,Climate-only,climate,1.3805678589168058,1378
2021-05-02,NRC,Joy,Climate-only,climate,1.429498841720269,1479
2021-05-03,NRC,Joy,Climate-only,climate,1.424220359315166,1688
2021-05-04,NRC,Joy,Climate-only,climate,1.3012916919104245,1462
2021-05-05,NRC,Joy,Climate-only,climate,1.435774612434172,1641
2021-05-06,NRC,Joy,Climate-only,climate,1.4291415305273167,1704
2021-05-07,NRC,Joy,Climate-only,climate,1.3885254065469608,1584
2021-05-08,NRC,Joy,Climate-only,climate,1.395185395307575,1423
2021-05-09,NRC,Joy,Climate-only,climate,1.410989709553241,1420
2021-05-10,NRC,Joy,Climate-only,climate,1.2961524327036589,1577
2021-05-11,NRC,Joy,Climate-only,climate,1.4018754367625252,1510
2021-05-12,NRC,Joy,Climate-only,climate,1.3266029957952326,1550
2021-05-13,NRC,Joy,Climate-only,climate,1.4181846279896646,1558
2021-05-14,NRC,Joy,Climate-only,climate,1.3441935844409023,1528
2021-05-15,NRC,Joy,Climate-only,climate,1.817109542582868,1542
2021-05-16,NRC,Joy,Climate-only,climate,1.3951667179131555,1221
2021-05-17,NRC,Joy,Climate-only,climate,1.304217807223383,2009
2021-05-18,NRC,Joy,Climate-only,climate,1.340098159271323,1618
2021-05-19,NRC,Joy,Climate-only,climate,1.358081691293342,1533
2021-05-20,NRC,Joy,Climate-only,climate,1.3217278685435925,1233
2021-05-21,NRC,Joy,Climate-only,climate,1.446271336167345,1321
2021-05-22,NRC,Joy,Climate-only,climate,1.3995224592432214,1166
2021-05-23,NRC,Joy,Climate-only,climate,1.426205944757143,1182
2021-05-24,NRC,Joy,Climate-only,climate,1.3914668591333603,1433
2021-05-25,NRC,Joy,Climate-only,climate,1.338968046141728,1449
2021-05-26,NRC,Joy,Climate-only,climate,1.3566978313593656,1462
2021-05-27,NRC,Joy,Climate-only,climate,1.3423728451140222,2114
2021-05-28,NRC,Joy,Climate-only,climate,1.3395354432608402,1575
2021-05-29,NRC,Joy,Climate-only,climate,1.3570163755910494,1175
2021-05-30,NRC,Joy,Climate-only,climate,1.4208155746860174,1239
2021-05-31,NRC,Joy,Climate-only,climate,1.4330473831046235,1368
2021-06-01,NRC,Joy,Climate-only,climate,1.3762592411214984,1269
2021-06-02,NRC,Joy,Climate-only,climate,1.4922127733620891,1297
2021-06-03,NRC,Joy,Climate-only,climate,1.3926997415980968,1393
2021-06-04,NRC,Joy,Climate-only,climate,1.407760912269221,1446
2021-06-05,NRC,Joy,Climate-only,climate,1.3620709851346595,1042
2021-06-06,NRC,Joy,Climate-only,climate,1.4648278485685369,1195
2021-06-07,NRC,Joy,Climate-only,climate,1.4096154411861124,1491
2021-06-08,NRC,Joy,Climate-only,climate,1.320831953430634,1860
2021-06-09,NRC,Joy,Climate-only,climate,1.2356339117411066,1879
2021-06-10,NRC,Joy,Climate-only,climate,1.3063394784279685,2449
2021-06-11,NRC,Joy,Climate-only,climate,1.3929060215896094,1804
2021-06-12,NRC,Joy,Climate-only,climate,1.4332409573863656,1354
2021-06-13,NRC,Joy,Climate-only,climate,1.3765392036225104,1502
2021-06-14,NRC,Joy,Climate-only,climate,1.336647234780632,1839
2021-06-15,NRC,Joy,Climate-only,climate,1.409761057641966,2061
2021-06-16,NRC,Joy,Climate-only,climate,1.3595605374348008,2069
2021-06-17,NRC,Joy,Climate-only,climate,1.3374837983494978,2203
2021-06-18,NRC,Joy,Climate-only,climate,1.3792509375659103,2103
2021-06-19,NRC,Joy,Climate-only,climate,1.3362369358794208,1751
2021-06-20,NRC,Joy,Climate-only,climate,1.428623040153164,1611
2021-06-21,NRC,Joy,Climate-only,climate,1.426584791365484,1644
2021-06-22,NRC,Joy,Climate-only,climate,1.3854942202454104,1871
2021-06-23,NRC,Joy,Climate-only,climate,1.3379983240097022,1885
2021-06-24,NRC,Joy,Climate-only,climate,1.2896193168547183,2033
2021-06-25,NRC,Joy,Climate-only,climate,1.30246522905698,2384
2021-06-26,NRC,Joy,Climate-only,climate,1.3713541870719952,1983
2021-06-27,NRC,Joy,Climate-only,climate,1.2458734958161934,2157
2021-06-28,NRC,Joy,Climate-only,climate,1.1990800861828526,2845
2021-06-29,NRC,Joy,Climate-only,climate,1.2291388667759513,3906
2021-06-30,NRC,Joy,Climate-only,climate,1.1998276813600028,4564
2021-07-01,NRC,Joy,Climate-only,climate,1.2974375047532292,3160
2021-07-02,NRC,Joy,Climate-only,climate,1.2761197736381278,3221
2021-07-03,NRC,Joy,Climate-only,climate,1.1967218632171843,3076
2021-07-04,NRC,Joy,Climate-only,climate,1.396913836427122,2425
2021-07-05,NRC,Joy,Climate-only,climate,1.3863927692807994,2132
2021-07-06,NRC,Joy,Climate-only,climate,1.337229316662865,2419
2021-07-07,NRC,Joy,Climate-only,climate,1.2835287237303965,2695
2021-07-08,NRC,Joy,Climate-only,climate,1.3477132429273593,2730
2021-07-09,NRC,Joy,Climate-only,climate,1.2608434560443147,2432
2021-07-10,NRC,Joy,Climate-only,climate,1.3246772985591926,2217
2021-07-11,NRC,Joy,Climate-only,climate,1.4534124655101148,1969
2021-07-12,NRC,Joy,Climate-only,climate,1.396704076666935,2842
2021-07-13,NRC,Joy,Climate-only,climate,1.3607926845337146,2554
2021-07-14,NRC,Joy,Climate-only,climate,1.3697764383698732,2748
2021-07-15,NRC,Joy,Climate-only,climate,1.3298391058867642,3074
2021-07-16,NRC,Joy,Climate-only,climate,1.2405351001471072,3093
2021-07-17,NRC,Joy,Climate-only,climate,1.2607201015715577,2489
2021-07-18,NRC,Joy,Climate-only,climate,1.2840559151724311,2457
2021-07-19,NRC,Joy,Climate-only,climate,1.3406274822472508,2347
2021-07-20,NRC,Joy,Climate-only,climate,1.4142111493593483,2809
2021-07-21,NRC,Joy,Climate-only,climate,1.3231725614324863,4204
2021-07-22,NRC,Joy,Climate-only,climate,1.3538532937384706,3250
2021-07-23,NRC,Joy,Climate-only,climate,1.3320354604412776,2732
2021-07-24,NRC,Joy,Climate-only,climate,1.2861342776179252,2141
2021-07-25,NRC,Joy,Climate-only,climate,1.2743980097533398,2183
2021-07-26,NRC,Joy,Climate-only,climate,1.3174751721031712,3057
2021-07-27,NRC,Joy,Climate-only,climate,1.468957980685793,2971
2021-07-28,NRC,Joy,Climate-only,climate,1.4332768400220672,2835
2021-07-29,NRC,Joy,Climate-only,climate,1.338135236433338,3820
2021-07-30,NRC,Joy,Climate-only,climate,1.3065483483134672,2651
2021-07-31,NRC,Joy,Climate-only,climate,1.3576430726806403,2001
2021-08-01,NRC,Joy,Climate-only,climate,1.3553948570810437,1881
2021-08-02,NRC,Joy,Climate-only,climate,1.416580158328537,3367
2021-08-03,NRC,Joy,Climate-only,climate,1.4572639801942502,2857
2021-08-04,NRC,Joy,Climate-only,climate,1.414005830261731,2038
2021-08-05,NRC,Joy,Climate-only,climate,1.2609417544121369,2473
2021-08-06,NRC,Joy,Climate-only,climate,1.293822177422702,2874
2021-08-07,NRC,Joy,Climate-only,climate,1.264090273025124,2547
2021-08-08,NRC,Joy,Climate-only,climate,1.361938454963093,2235
2021-08-09,NRC,Joy,Climate-only,climate,1.2767430221810308,6198
2021-08-10,NRC,Joy,Climate-only,climate,1.3236435799437,6107
2021-08-11,NRC,Joy,Climate-only,climate,1.316934173787446,4595
2021-08-12,NRC,Joy,Climate-only,climate,1.3799023176402196,4047
2021-08-13,NRC,Joy,Climate-only,climate,1.3546463362310603,3513
2021-08-14,NRC,Joy,Climate-only,climate,1.420460597934844,3346
2021-08-15,NRC,Joy,Climate-only,climate,1.426423549512066,2944
2021-08-16,NRC,Joy,Climate-only,climate,1.313473813356412,3196
2021-08-17,NRC,Joy,Climate-only,climate,1.3786962013237385,2638
2021-08-18,NRC,Joy,Climate-only,climate,1.2900323557040787,2294
2021-08-19,NRC,Joy,Climate-only,climate,1.384566207988835,2435
2021-08-20,NRC,Joy,Climate-only,climate,1.361965247694693,2452
2021-08-21,NRC,Joy,Climate-only,climate,1.3576115010297662,2079
2021-08-22,NRC,Joy,Climate-only,climate,1.3983829763246884,2282
2021-08-23,NRC,Joy,Climate-only,climate,1.4699451181078873,2814
2021-08-24,NRC,Joy,Climate-only,climate,1.4090205521321977,2628
2021-08-25,NRC,Joy,Climate-only,climate,1.332338091076306,2434
2021-08-26,NRC,Joy,Climate-only,climate,1.3326167238984954,2185
2021-08-27,NRC,Joy,Climate-only,climate,1.3534563333513332,2131
2021-08-28,NRC,Joy,Climate-only,climate,1.4429554108044809,1846
2021-08-29,NRC,Joy,Climate-only,climate,1.4161810377668622,2318
2021-08-30,NRC,Joy,Climate-only,climate,1.272676169162028,2892
2021-08-31,NRC,Joy,Climate-only,climate,1.4061147783785215,2897
2021-09-01,NRC,Joy,Climate-only,climate,1.40106097192681,2456
2021-09-02,NRC,Joy,Climate-only,climate,1.2301944656013168,3112
2021-09-03,NRC,Joy,Climate-only,climate,1.2766878773955357,2971
2021-09-04,NRC,Joy,Climate-only,climate,1.4027266300704089,2019
2021-09-05,NRC,Joy,Climate-only,climate,1.4745363725108207,2008
2021-09-06,NRC,Joy,Climate-only,climate,1.3225807362328907,2816
2021-09-07,NRC,Joy,Climate-only,climate,1.393100460512145,2768
2021-09-08,NRC,Joy,Climate-only,climate,1.3866673710444437,2850
2021-09-09,NRC,Joy,Climate-only,climate,1.424860733500986,2525
2021-09-10,NRC,Joy,Climate-only,climate,1.43212855497489,2267
2021-09-11,NRC,Joy,Climate-only,climate,1.3777931569234585,1908
2021-09-12,NRC,Joy,Climate-only,climate,1.4815523882502433,2217
2021-09-13,NRC,Joy,Climate-only,climate,1.3512043444546613,2631
2021-09-14,NRC,Joy,Climate-only,climate,1.3414102319234789,2970
2021-09-15,NRC,Joy,Climate-only,climate,1.3643667945818176,2632
2021-09-16,NRC,Joy,Climate-only,climate,1.3639895576069,2439
2021-09-17,NRC,Joy,Climate-only,climate,1.346685510203454,2579
2021-09-18,NRC,Joy,Climate-only,climate,1.4023031570247635,2495
2021-09-19,NRC,Joy,Climate-only,climate,1.3756357913599364,2241
2021-09-20,NRC,Joy,Climate-only,climate,1.44717716789369,2291
2021-09-21,NRC,Joy,Climate-only,climate,1.4046745764452966,2747
2021-09-22,NRC,Joy,Climate-only,climate,1.36567862824343,2521
2021-09-23,NRC,Joy,Climate-only,climate,1.4460199562212137,2912
2021-09-24,NRC,Joy,Climate-only,climate,1.3323522902636042,2602
2021-09-25,NRC,Joy,Climate-only,climate,1.3856543874144691,2291
2021-09-26,NRC,Joy,Climate-only,climate,1.4007920222099457,2101
2021-09-27,NRC,Joy,Climate-only,climate,1.358947497302547,2645
2021-09-28,NRC,Joy,Climate-only,climate,1.4332364061526248,2319
2021-09-29,NRC,Joy,Climate-only,climate,1.3332622859522516,2702
2021-09-30,NRC,Joy,Climate-only,climate,1.4634933777986303,2315
2021-10-01,NRC,Joy,Climate-only,climate,1.365280080186021,2146
2021-10-02,NRC,Joy,Climate-only,climate,1.3574842951688686,1760
2021-10-03,NRC,Joy,Climate-only,climate,1.421477339152854,1796
2021-10-04,NRC,Joy,Climate-only,climate,1.2452085649471791,2740
2021-10-05,NRC,Joy,Climate-only,climate,1.336691717854498,2223
2021-10-06,NRC,Joy,Climate-only,climate,1.4137541579192978,2125
2021-10-07,NRC,Joy,Climate-only,climate,1.4011081175270663,2545
2021-10-08,NRC,Joy,Climate-only,climate,1.3797452950897846,2260
2021-10-09,NRC,Joy,Climate-only,climate,1.390739393582557,1542
2021-10-10,NRC,Joy,Climate-only,climate,1.3994335543063705,1942
2021-10-11,NRC,Joy,Climate-only,climate,1.3608699983325216,2118
2021-10-12,NRC,Joy,Climate-only,climate,1.3068303501030096,2442
2021-10-13,NRC,Joy,Climate-only,climate,1.34212585672853,2310
2021-10-14,NRC,Joy,Climate-only,climate,1.3556665056309414,2478
2021-10-15,NRC,Joy,Climate-only,climate,1.3856000874544958,2476
2021-10-16,NRC,Joy,Climate-only,climate,1.340330042788937,2002
2021-10-17,NRC,Joy,Climate-only,climate,1.4058806448528325,1875
2021-10-18,NRC,Joy,Climate-only,climate,1.4158091788841636,2164
2021-10-19,NRC,Joy,Climate-only,climate,1.316138305708063,3116
2021-10-20,NRC,Joy,Climate-only,climate,1.3427246741189809,3052
2021-10-21,NRC,Joy,Climate-only,climate,1.409172474008397,2596
2021-10-22,NRC,Joy,Climate-only,climate,1.471316537231291,2080
2021-10-23,NRC,Joy,Climate-only,climate,1.389999422621382,1725
2021-10-24,NRC,Joy,Climate-only,climate,1.4284776140624436,1972
2021-10-25,NRC,Joy,Climate-only,climate,1.437776203403934,2332
2021-10-26,NRC,Joy,Climate-only,climate,1.4270938056397486,2317
2021-10-27,NRC,Joy,Climate-only,climate,1.394965465033091,2991
2021-10-28,NRC,Joy,Climate-only,climate,1.486383752597269,2750
2021-10-29,NRC,Joy,Climate-only,climate,1.4205665816309094,2776
2021-10-30,NRC,Joy,Climate-only,climate,1.3477451527026745,2265
2021-10-31,NRC,Joy,Climate-only,climate,1.4218172298160372,2168
2021-11-01,NRC,Joy,Climate-only,climate,1.3724461672214394,3580
2021-11-02,NRC,Joy,Climate-only,climate,1.3369061686425932,4180
2021-11-03,NRC,Joy,Climate-only,climate,1.4755665638383744,3414
2021-11-04,NRC,Joy,Climate-only,climate,1.433577550878165,2804
2021-11-05,NRC,Joy,Climate-only,climate,1.4012323872162935,2444
2021-11-06,NRC,Joy,Climate-only,climate,1.422999719250674,2245
2021-11-07,NRC,Joy,Climate-only,climate,1.3448650715093529,2262
2021-11-08,NRC,Joy,Climate-only,climate,1.3563025383377438,2873
2021-11-09,NRC,Joy,Climate-only,climate,1.3668665008828125,2624
2021-11-10,NRC,Joy,Climate-only,climate,1.4275512952446086,2638
2021-11-11,NRC,Joy,Climate-only,climate,1.3477993997870257,2461
2021-11-12,NRC,Joy,Climate-only,climate,1.339978384350356,2345
2021-11-13,NRC,Joy,Climate-only,climate,1.3305906922167938,1917
2021-11-14,NRC,Joy,Climate-only,climate,1.4638439286296134,2175
2021-11-15,NRC,Joy,Climate-only,climate,1.4555348790476077,2170
2021-11-16,NRC,Joy,Climate-only,climate,1.313303841556162,2724
2021-11-17,NRC,Joy,Climate-only,climate,1.3503935509985368,2940
2021-11-18,NRC,Joy,Climate-only,climate,1.3361739691232448,2324
2021-11-19,NRC,Joy,Climate-only,climate,1.3638064599004325,2330
2021-11-20,NRC,Joy,Climate-only,climate,1.348123199877162,1796
2021-11-21,NRC,Joy,Climate-only,climate,1.3929809009748697,2362
2021-11-22,NRC,Joy,Climate-only,climate,1.3710173180770164,2101
2021-11-23,NRC,Joy,Climate-only,climate,1.2971141904381844,2273
2021-11-24,NRC,Joy,Climate-only,climate,1.2856871492163056,2425
2021-11-25,NRC,Joy,Climate-only,climate,1.3530519373789516,1892
2021-11-26,NRC,Joy,Climate-only,climate,1.4204518812005251,1908
2021-11-27,NRC,Joy,Climate-only,climate,1.5465839078358727,2082
2021-11-28,NRC,Joy,Climate-only,climate,1.3846866869475951,1716
2021-11-29,NRC,Joy,Climate-only,climate,1.416097523056381,2005
2021-11-30,NRC,Joy,Climate-only,climate,1.4128081556102086,2019
2021-12-01,NRC,Joy,Climate-only,climate,1.431609742489655,1841
2021-12-02,NRC,Joy,Climate-only,climate,1.4090065948751325,1738
2021-12-03,NRC,Joy,Climate-only,climate,1.3828189591287936,1933
2021-12-04,NRC,Joy,Climate-only,climate,1.3811849818753317,1537
2021-12-05,NRC,Joy,Climate-only,climate,1.4411436337534218,1453
2021-12-06,NRC,Joy,Climate-only,climate,1.376666975986861,1856
2021-12-07,NRC,Joy,Climate-only,climate,1.413512615843979,1817
2021-12-08,NRC,Joy,Climate-only,climate,1.4093590223832198,1925
2021-12-09,NRC,Joy,Climate-only,climate,1.3603235248905077,1785
2021-12-10,NRC,Joy,Climate-only,climate,1.4308922112323337,1879
2021-12-11,NRC,Joy,Climate-only,climate,1.2917084244428303,2149
2021-12-12,NRC,Joy,Climate-only,climate,1.2802471013162675,2437
2021-12-13,NRC,Joy,Climate-only,climate,1.3439784623869924,2299
2021-12-14,NRC,Joy,Climate-only,climate,1.319906030802854,2654
2021-12-15,NRC,Joy,Climate-only,climate,1.3564082295092184,2430
2021-12-16,NRC,Joy,Climate-only,climate,1.3610057055785036,2332
2021-12-17,NRC,Joy,Climate-only,climate,1.3510044597647453,2345
2021-12-18,NRC,Joy,Climate-only,climate,1.3668362397038605,1881
2021-12-19,NRC,Joy,Climate-only,climate,1.391248403061723,2625
2021-12-20,NRC,Joy,Climate-only,climate,1.3605932447476878,2354
2021-12-21,NRC,Joy,Climate-only,climate,1.3982756899027506,1953
2021-12-22,NRC,Joy,Climate-only,climate,1.44368963125378,1846
2021-12-23,NRC,Joy,Climate-only,climate,1.4303333783220846,1696
2021-12-24,NRC,Joy,Climate-only,climate,1.3781355891884568,1534
2021-12-25,NRC,Joy,Climate-only,climate,1.3384975437256557,1582
2021-12-26,NRC,Joy,Climate-only,climate,1.2556604381435048,1895
2021-12-27,NRC,Joy,Climate-only,climate,1.333332192342244,2407
2021-12-28,NRC,Joy,Climate-only,climate,1.3637124450422848,2556
2021-12-29,NRC,Joy,Climate-only,climate,1.3358946233148885,2984
2021-12-30,NRC,Joy,Climate-only,climate,1.3414797842228636,2811
2021-12-31,NRC,Joy,Climate-only,climate,1.284238462798798,2799
2020-01-21,NRC,Joy,COVID-only,covid,1.1046291360720288,664
2020-01-22,NRC,Joy,COVID-only,covid,0.933121161963908,957
2020-01-23,NRC,Joy,COVID-only,covid,0.8469307766187439,2081
2020-01-24,NRC,Joy,COVID-only,covid,0.9337512008785188,3413
2020-01-25,NRC,Joy,COVID-only,covid,0.8468601475013149,4379
2020-01-26,NRC,Joy,COVID-only,covid,0.9568741184784184,4906
2020-01-27,NRC,Joy,COVID-only,covid,0.9448101413817184,5318
2020-01-28,NRC,Joy,COVID-only,covid,0.889130879158954,5502
2020-01-29,NRC,Joy,COVID-only,covid,0.9473567052973084,4675
2020-01-30,NRC,Joy,COVID-only,covid,0.8838026406635624,5581
2020-01-31,NRC,Joy,COVID-only,covid,0.9789824239592212,5996
2020-02-01,NRC,Joy,COVID-only,covid,0.9712034331143036,4724
2020-02-02,NRC,Joy,COVID-only,covid,0.8964917415929566,4124
2020-02-03,NRC,Joy,COVID-only,covid,0.96961129491899,3988
2020-02-04,NRC,Joy,COVID-only,covid,0.9421082733795236,3953
2020-02-05,NRC,Joy,COVID-only,covid,0.976314758363516,3770
2020-02-06,NRC,Joy,COVID-only,covid,0.968643685933008,3739
2020-02-07,NRC,Joy,COVID-only,covid,0.9551759538350498,4201
2020-02-08,NRC,Joy,COVID-only,covid,0.9096716742905024,3287
2020-02-09,NRC,Joy,COVID-only,covid,0.944517362864476,3227
2020-02-10,NRC,Joy,COVID-only,covid,0.9337991789641396,4028
2020-02-11,NRC,Joy,COVID-only,covid,0.9287462227705128,3918
2020-02-12,NRC,Joy,COVID-only,covid,0.9605311329684044,3832
2020-02-13,NRC,Joy,COVID-only,covid,0.9787937560349684,4033
