break_date,measurement,metric,label,direction,n,selected_p_fixed,selected_q_fixed,baseline_short_run,baseline_short_p,short_run,short_run_hac_se,short_run_p_value,baseline_long_run,baseline_long_p,long_run,long_run_hac_se,long_run_p_value,short_run_same_sign,long_run_same_sign,break_level,break_level_p_value,break_slope,break_slope_p_value
2020-06-30,LIWC-22,emo_sad,Sadness,COVID-to-climate,705,1,1,0.2080178600783643,0.0589348571570351,0.21162842915917776,0.11076020443903153,0.05646591083279016,0.1926153332193929,0.0880778944732302,0.197537264835904,0.11076244152668528,0.07451603416093033,True,True,-0.30725654526208074,0.24693738139088953,-1.5063939897301453,0.5919145924403841
2020-06-30,LIWC-22,emo_sad,Sadness,climate-to-COVID,705,2,1,0.0440338222518262,0.0381129180643918,0.04333013830877469,0.020790854372366017,0.03752580100404197,0.1142875081377189,0.0043201032886487,0.1115911532102272,0.03571841560516205,0.0017829466887054194,True,True,0.17046458549645938,0.0952056086786072,-2.8041442183095926,0.012558017950608591
2020-06-30,LIWC-22,emo_anx,Anxiety,COVID-to-climate,705,1,1,0.2897081434487697,0.0766720786708781,0.2983703154530848,0.16260015115619444,0.06694449360948067,0.5118052659565404,0.0003252396758774,0.5030031972923118,0.14174991142526458,0.0003873942579444587,True,True,0.01342133303742588,0.9450325994053281,3.102105928318085,0.055080882591719144
2020-06-30,LIWC-22,emo_anx,Anxiety,climate-to-COVID,705,3,1,0.0148957737751313,0.1476715596282124,0.015659272072530907,0.010297972541341674,0.12882355787598226,0.0748881803424681,0.1203887368656036,0.08389077309028761,0.05102112142971903,0.10012742912991408,True,True,-0.0006441160320805903,0.9876687917405464,-0.9647488277081953,0.12231145904084112
2020-06-30,LIWC-22,emo_neg,Negative emotion,COVID-to-climate,705,1,1,0.1092371736626021,0.1335630355459932,0.10993641751788111,0.0738346541795581,0.13696441619959568,0.1291346036316797,0.0380442530337573,0.12806517909124004,0.06290011820545462,0.04174949572178143,True,True,-0.15404826395378288,0.5388676810746499,0.03212634201045514,0.9907047650947949
2020-06-30,LIWC-22,emo_neg,Negative emotion,climate-to-COVID,705,3,1,0.0261849936595148,0.1879074914760269,0.025666461572007755,0.019479412469993806,0.18807729224306832,0.1752251582576113,0.1187893531125269,0.18928685814044954,0.11024489226231847,0.08598517484296932,True,True,-0.0970899488995245,0.266324812984131,-4.592102329874954,0.0011398621756653561
2020-06-30,LIWC-22,emo_pos,Positive emotion,COVID-to-climate,705,1,1,0.0321102221961924,0.8825162263507196,0.05866369871274032,0.22875102438560457,0.7976794967266262,-0.227639700985159,0.2934602781585386,-0.1642057842939958,0.26729677885273867,0.5390038218658011,True,True,-0.17742516380184434,0.406525666736981,0.8835993107653601,0.7241058424090809
2020-06-30,LIWC-22,emo_pos,Positive emotion,climate-to-COVID,705,6,1,0.0029138953077292,0.8640240216974082,0.0037950973812487954,0.017110260829378374,0.8245349754174286,-0.001840519031836,0.9866689015972516,0.0027933816144497955,0.06925878593175282,0.9678280248252291,True,False,0.12164726112987559,0.05543911904532725,-2.6377518635586923,7.156079058248938e-05
2020-06-30,VADER,negative,Negative sentiment,COVID-to-climate,705,2,1,0.2941892890664916,0.0024111778928872,0.28853374844709334,0.09910164655481982,0.003715348965616197,0.2735489780228813,0.0004821263253946,0.19130867322718167,0.0814021861344822,0.01876502597851693,True,True,-0.2837923969505616,0.04963584474532009,2.0951819637372484,0.3928664719895295
2020-06-30,VADER,negative,Negative sentiment,climate-to-COVID,705,2,1,0.0506286979701547,0.0035874704934223,0.050735618133048645,0.01818791653051841,0.0054270045261508365,0.1939755738748597,0.1114466456537359,0.20633348264078372,0.16384047919154274,0.20790179191282254,True,True,-0.08996041934686153,0.15922135063668696,-1.1110511088353239,0.5337166751982628
2020-06-30,VADER,positive,Positive sentiment,COVID-to-climate,705,4,1,0.0782212932273702,0.6754107667657445,0.09344448477256918,0.20041144522022458,0.6411775362808245,0.0745476188746173,0.8178463784087184,0.13374092165346976,0.451037697789079,0.7668343101048121,True,True,0.10941658875170011,0.5306131501146566,1.4483624168714415,0.5094245821733333
2020-06-30,VADER,positive,Positive sentiment,climate-to-COVID,705,2,1,0.0025382056592539,0.812126946446075,0.003770084795209847,0.010819080704410207,0.7275983688667742,-0.0076971230545825,0.8719958094503826,0.0004595265917825785,0.03434884996563212,0.9893260404185601,True,False,0.11332448828193399,0.004839253849902205,-2.4966149272988667,1.1113993871003449e-07
2020-09-30,NRC Emotion Lexicon,anger,Anger,COVID-to-climate,705,2,1,0.143942433803322,0.0045356936069835,0.13833952190468554,0.049743693854482136,0.005569088375224931,0.1322650323026268,0.0155466216678378,0.08510039460839469,0.056093775075972165,0.12923906014378683,True,True,0.01520530142956361,0.9073607129693463,2.1300834701560865,0.011043121165099774
2020-09-30,NRC Emotion Lexicon,anger,Anger,climate-to-COVID,705,2,1,0.0717927999749304,0.0076891438139976,0.07179197905152566,0.0280739109617041,0.010767212148643637,0.1667854304931243,0.141258532752473,0.16428620505596428,0.13643740193480647,0.22854546494807182,True,True,0.15709485366022893,0.34777714204533994,0.42275411732441875,0.708078817345821
2020-09-30,NRC Emotion Lexicon,sadness,Sadness,COVID-to-climate,705,2,1,0.1908989740396154,0.0210278318759058,0.18577488917359258,0.0825689786641632,0.024773394136319852,0.3142570680543641,0.0015310677904829,0.2752211169170878,0.10037794616319365,0.006109452073600375,True,True,-0.009774196215242293,0.9524342611346333,1.5707461083080743,0.12303205528469638
2020-09-30,NRC Emotion Lexicon,sadness,Sadness,climate-to-COVID,705,3,1,0.0627921080202996,0.0401597534509432,0.06250107150528147,0.03059827489018899,0.041476107418394165,0.3485664214833517,0.0010823419747386,0.3365620498850507,0.11642356576674603,0.0038421211089429332,True,True,0.18122597548797864,0.10750978674414145,0.5878338637470034,0.39147026505195626
2020-09-30,NRC Emotion Lexicon,fear,Fear,COVID-to-climate,705,4,1,0.276586648456504,0.0336851328720094,0.28625270376524403,0.12957723257810494,0.027500823402488207,0.289434130727645,0.0408536359858721,0.26900913902475515,0.16086614857252363,0.09447414991817253,True,True,-0.2710791454964522,0.22108381649556186,0.22554447394388835,0.815937056817206
2020-09-30,NRC Emotion Lexicon,fear,Fear,climate-to-COVID,705,2,1,0.0245285800139507,0.0307580014434284,0.025986298560701674,0.011147423177905782,0.020038174336963515,0.0556229435509943,0.3608395440374903,0.062334385480922454,0.058128910569038676,0.2835640290272471,True,True,0.13291861467813368,0.02055897766761501,0.480741080209013,0.19510836648288887
2020-09-30,NRC Emotion Lexicon,disgust,Disgust,COVID-to-climate,705,1,1,0.2702185536873406,0.0025810316582823,0.240954010098077,0.0905207613866558,0.007955061146081622,0.375340037206567,0.0002300874412292,0.273783013200273,0.08892863619449101,0.0020791831689504626,True,True,-0.018715362552429542,0.9234819598013115,3.265873265227218,0.009712947465809791
2020-09-30,NRC Emotion Lexicon,disgust,Disgust,climate-to-COVID,705,3,1,0.040880910632985,0.0234946236222084,0.039130440662825956,0.018790361570564396,0.03767461537073084,0.149243303808087,0.0233274295220392,0.12137893063686381,0.06576723095849404,0.06495267242896442,True,True,0.25994170658146676,0.01766142672282921,0.9922210870657325,0.01501603966004367
2020-09-30,NRC Emotion Lexicon,joy,Joy,COVID-to-climate,705,2,1,0.1848678839098007,0.2206879443094558,0.1971903347959265,0.15794915622894068,0.2123008588587222,0.051212235173178,0.8197108745870858,0.0970910273652072,0.2890580305588416,0.7369555780021344,True,True,0.4236708443387695,0.21915628512388421,0.5815237720389549,0.6862773436716998
2020-09-30,NRC Emotion Lexicon,joy,Joy,climate-to-COVID,705,3,1,0.0082044227956615,0.3521857669616435,0.00916595422807185,0.009005958916662603,0.3091535236978113,0.0347114415532572,0.5068411246090452,0.03593232551955476,0.04246945106555017,0.3975111070264785,True,True,-0.11295308320109346,0.03462268249362527,-0.9387045461581218,6.425490964626604e-05
2020-09-30,NRC Emotion Lexicon,anticipation,Anticipation,COVID-to-climate,705,4,1,0.1872242320038947,0.0863060161430914,0.22100297512506092,0.11053684526268671,0.04596978026481567,0.0784662244593464,0.6620592162210761,0.20218283679549218,0.19243961287271524,0.2934285419582079,True,True,0.5425293516399063,0.047243777415133546,1.989228594137019,0.18683735526669157
2020-09-30,NRC Emotion Lexicon,anticipation,Anticipation,climate-to-COVID,705,2,1,0.0204857404415916,0.13567673376856,0.025463208331312055,0.013703995588089489,0.06359063072125691,0.0674984894872576,0.3238192404262277,0.10223277246153739,0.06161878309677869,0.09709221205491295,True,True,-0.18483040573551687,0.023493241854468074,-1.1471594750642138,0.00016766514428183607
2020-09-30,NRC Emotion Lexicon,trust,Trust,COVID-to-climate,705,4,1,0.1553403231014229,0.0359049261266286,0.16935731688608333,0.0773271654694951,0.028855511215882965,0.2352676895668461,0.1927095742171913,0.2871496325480112,0.18538517889995043,0.1213972937438357,True,True,0.16617636421944315,0.34059042637715453,-0.8574308081684126,0.30480749201618995
2020-09-30,NRC Emotion Lexicon,trust,Trust,climate-to-COVID,705,3,1,0.045486317582482,0.0363048437435109,0.04644985594949708,0.022014644194956575,0.03522932153687584,0.1525344213951514,0.0805345699252981,0.12342572941508553,0.06846474610857406,0.07142540124597027,True,True,0.3638583986384821,0.0004696920844575259,2.3502411733663093,4.1762125140118454e-07
2020-09-30,NRC Emotion Lexicon,surprise,Surprise,COVID-to-climate,705,2,1,0.1200625917270647,0.0889167639396214,0.13548082107940526,0.07142010604534967,0.05825903801920204,0.217879123434271,0.0139484008599095,0.25317819343469,0.09159344094216104,0.0057070946255349,True,True,0.13784400658140902,0.4636531370689527,2.1066363458735005,0.028895951472989626
2020-09-30,NRC Emotion Lexicon,surprise,Surprise,climate-to-COVID,705,2,1,0.06464721990037,0.1095458666216173,0.0740113386062553,0.04016616888210607,0.06582028936818905,0.2104327456811735,0.1989408746753102,0.24921780652847475,0.14597453340586913,0.08777205143206264,True,True,0.055937529026329084,0.7823609186872669,-1.7887520286211587,0.00035850585979665034
2020-09-30,NRC Emotion Lexicon,negative,Negative emotion,COVID-to-climate,705,4,1,0.317554258363616,0.0056709824835883,0.3196678404373315,0.11361029505564404,0.005039685979643398,0.4119575727133056,0.0085119010249999,0.3520506753522626,0.1486245543877082,0.017849526952348246,True,True,-0.04596758649703834,0.7677298159640784,1.688998032416318,0.05079104891951085
2020-09-30,NRC Emotion Lexicon,negative,Negative emotion,climate-to-COVID,705,2,1,0.03946979715396,0.0051039956352692,0.04055679708123509,0.01403034170685624,0.003967602842806303,0.1132265488804916,0.0418156048403023,0.1181325594577022,0.05747400357462229,0.03983955850803748,True,True,0.15833009903566472,0.030279301392964315,0.351781415721243,0.36147287449647336
2020-09-30,NRC Emotion Lexicon,positive,Positive emotion,COVID-to-climate,705,4,1,0.1279373353785231,0.2665107658964435,0.11368679141793281,0.11077875409092172,0.3051409735596861,0.3317019121120612,0.2086765046259252,0.25648015206489716,0.24371480062676848,0.29262604972779926,True,True,0.09213616361311622,0.6748077177053786,-0.7270960621785556,0.489988088812214
2020-09-30,NRC Emotion Lexicon,positive,Positive emotion,climate-to-COVID,705,2,1,0.0186067273009892,0.1542675312076257,0.016570726478255207,0.012487072416980334,0.1849459590393455,0.0627006331046249,0.2863014873005786,0.04121485920447362,0.050143181375326244,0.4111090856566003,True,True,0.1861740305021134,0.003479749236659755,0.3239173249085887,0.06847538524019248
2020-09-30,LIWC-22,emo_anger,Anger,COVID-to-climate,705,1,1,0.1727155319875535,0.0692725337527371,0.17719421661235316,0.09218409857295155,0.05500214315634333,0.0392291581988153,0.7317487718547744,0.01942306841725348,0.12139627776027662,0.8728832546695829,True,True,-0.266886389324354,0.2689587532426825,1.286810626235373,0.27495818811863837
2020-09-30,LIWC-22,emo_anger,Anger,climate-to-COVID,705,4,1,0.023355996576556,0.088002756150989,0.026100750880736656,0.013605017565199507,0.055473571015526725,0.056224983238639,0.5271870885287441,0.0858828765492728,0.09842767552005884,0.3829094659024964,True,True,0.04411498480024823,0.6241153501590226,-0.4744997405042304,0.45781339176370306
2020-09-30,LIWC-22,emo_sad,Sadness,COVID-to-climate,705,1,1,0.2080178600783643,0.0589348571570351,0.2055616012298773,0.11168450087025265,0.06612344946361923,0.1926153332193929,0.0880778944732302,0.18864804840633084,0.11133292175054128,0.0901798407793981,True,True,0.07128993577792167,0.7697026201939027,-0.11800204293378176,0.9248176617285122
2020-09-30,LIWC-22,emo_sad,Sadness,climate-to-COVID,705,2,1,0.0440338222518262,0.0381129180643918,0.041240354237830054,0.020717069694233516,0.04692141889950938,0.1142875081377189,0.0043201032886487,0.10274487436160794,0.03441813935233234,0.002833971453157756,True,True,-0.25507976112330016,0.00790273485804077,-2.203894493350741,1.954312509897709e-08
2020-09-30,LIWC-22,emo_anx,Anxiety,COVID-to-climate,705,1,1,0.2897081434487697,0.0766720786708781,0.301948490481158,0.1713213205036673,0.07844064411271597,0.5118052659565404,0.0003252396758774,0.5193576635156238,0.1575199037870229,0.0009769138764358998,True,True,0.18228113190470766,0.42285179501161463,1.613324703251338,0.07191914601719633
2020-09-30,LIWC-22,emo_anx,Anxiety,climate-to-COVID,705,3,1,0.0148957737751313,0.1476715596282124,0.01586852347098295,0.010617347516863785,0.13548953563580726,0.0748881803424681,0.1203887368656036,0.07921315977414338,0.0474070308005107,0.09473829781300214,True,True,0.05827290869517862,0.2973129345975406,-0.3752856357244057,0.033667450856037374
2020-09-30,LIWC-22,emo_neg,Negative emotion,COVID-to-climate,705,1,1,0.1092371736626021,0.1335630355459932,0.12143306245849271,0.07457261443363962,0.10390743700765594,0.1291346036316797,0.0380442530337573,0.13859108932976366,0.0710932594808569,0.05124450346343929,True,True,0.021625982323798112,0.9249132230309591,1.6537731428006515,0.12921843959291635
2020-09-30,LIWC-22,emo_neg,Negative emotion,climate-to-COVID,705,3,1,0.0261849936595148,0.1879074914760269,0.029793654685374812,0.020141748067575228,0.13955294756420664,0.1752251582576113,0.1187893531125269,0.20642860443790353,0.1102754687282332,0.0612154776230493,True,True,0.07540124482565448,0.5806570042762768,-1.0823661258513366,0.06524589057919677
2020-09-30,LIWC-22,emo_pos,Positive emotion,COVID-to-climate,705,1,1,0.0321102221961924,0.8825162263507196,0.06531574828004359,0.233877419695624,0.7801201659178827,-0.227639700985159,0.2934602781585386,-0.14636571172205068,0.29186236788446385,0.6160271507653334,True,True,0.37998344738683193,0.39109364025408744,1.3686001968390191,0.45429710325451456
2020-09-30,LIWC-22,emo_pos,Positive emotion,climate-to-COVID,705,6,1,0.0029138953077292,0.8640240216974082,0.004177497206366054,0.01736812698148607,0.8099952642899538,-0.001840519031836,0.9866689015972516,0.0048144285771520275,0.0627937975291124,0.9388857145385988,True,False,-0.18922970244056334,0.014239303326214035,-1.9270183671972132,8.837627447071751e-07
2020-09-30,VADER,negative,Negative sentiment,COVID-to-climate,705,2,1,0.2941892890664916,0.0024111778928872,0.29872631137971234,0.09643953954112502,0.002031963583878254,0.2735489780228813,0.0004821263253946,0.2322677100722699,0.0815353719908698,0.004390181291221094,True,True,-0.2558637733725812,0.17067884758936178,0.8388881689177897,0.41252122141875047
2020-09-30,VADER,negative,Negative sentiment,climate-to-COVID,705,2,1,0.0506286979701547,0.0035874704934223,0.052408613421130124,0.01804515604007641,0.003800655003064959,0.1939755738748597,0.1114466456537359,0.2126441157901808,0.15481341717869762,0.16958113433255972,True,True,0.10229828231542878,0.31398488890212034,0.1436047806263793,0.8525146150689548
2020-09-30,VADER,positive,Positive sentiment,COVID-to-climate,705,4,1,0.0782212932273702,0.6754107667657445,0.10945534153743205,0.1913852331772612,0.5675725972347059,0.0745476188746173,0.8178463784087184,0.1844809301804244,0.3794576055508238,0.6268465909238259,True,True,0.5236929356427982,0.08020400744124016,1.7332891900996164,0.1529360226191605
2020-09-30,VADER,positive,Positive sentiment,climate-to-COVID,705,2,1,0.0025382056592539,0.812126946446075,0.005188266631919314,0.010462415576870984,0.6201289605518052,-0.0076971230545825,0.8719958094503826,0.009242168324400984,0.034646885849907834,0.7896591753080653,True,False,-0.04150134609865486,0.34881111408572296,-1.2258561927256004,8.793740605214984e-08
2020-12-31,NRC Emotion Lexicon,anger,Anger,COVID-to-climate,705,2,1,0.143942433803322,0.0045356936069835,0.14715708049372453,0.05102586285226186,0.004051669272388056,0.1322650323026268,0.0155466216678378,0.10856240641488457,0.0580407349162553,0.06142108214287245,True,True,0.6031136044964794,0.0380839263844133,1.6770120188695272,0.002797047147587613
2020-12-31,NRC Emotion Lexicon,anger,Anger,climate-to-COVID,705,2,1,0.0717927999749304,0.0076891438139976,0.07682461954661239,0.02812521854912561,0.006468528859432146,0.1667854304931243,0.141258532752473,0.20792810206907927,0.1364425937029309,0.12752777263291476,True,True,-0.3522882836993287,0.10153622166896624,-0.39619630023939617,0.3636651119221085
2020-12-31,NRC Emotion Lexicon,sadness,Sadness,COVID-to-climate,705,2,1,0.1908989740396154,0.0210278318759058,0.1902589573975913,0.08275054660210113,0.021797926805731015,0.3142570680543641,0.0015310677904829,0.2926559820253575,0.09786208394730073,0.002785265344119885,True,True,0.053613151843593526,0.8591278403540121,0.8941965034082542,0.0951383108630173
2020-12-31,NRC Emotion Lexicon,sadness,Sadness,climate-to-COVID,705,3,1,0.0627921080202996,0.0401597534509432,0.06325802785625222,0.03084205113385462,0.040648774733282,0.3485664214833517,0.0010823419747386,0.3532796773497786,0.11524651117593113,0.002173599967677654,True,True,-0.3915517820467306,0.051212793421058715,-0.28531702266694314,0.3120543111903644
2020-12-31,NRC Emotion Lexicon,fear,Fear,COVID-to-climate,705,4,1,0.276586648456504,0.0336851328720094,0.2734833896550618,0.12999791170614727,0.03576944670448001,0.289434130727645,0.0408536359858721,0.22905929593978122,0.13841815414887224,0.09795784055149513,True,True,-0.14363635221389642,0.6727436180053057,0.6949408187682686,0.10804595516725819
2020-12-31,NRC Emotion Lexicon,fear,Fear,climate-to-COVID,705,2,1,0.0245285800139507,0.0307580014434284,0.024510909452025775,0.011326304930832537,0.030808015924774494,0.0556229435509943,0.3608395440374903,0.05563757755877627,0.0667256190444763,0.404378859904318,True,True,-0.1671245186533404,0.026102392929205232,-0.16546849101142946,0.2276162486726572
2020-12-31,NRC Emotion Lexicon,disgust,Disgust,COVID-to-climate,705,1,1,0.2702185536873406,0.0025810316582823,0.2596497828554571,0.09154212512467741,0.004698711589925046,0.375340037206567,0.0002300874412292,0.323979655359419,0.09474034451477624,0.000626997185279732,True,True,-0.03031062646513229,0.9223473684846776,1.9081439919612753,0.0031717215896744054
2020-12-31,NRC Emotion Lexicon,disgust,Disgust,climate-to-COVID,705,3,1,0.040880910632985,0.0234946236222084,0.04092308882969616,0.018627449702343712,0.02836454959652759,0.149243303808087,0.0233274295220392,0.1444513257225035,0.06700530320468347,0.03109777798499972,True,True,-0.4740475111023266,0.009058851899855952,-0.26719327002999355,0.19369734614049824
2020-12-31,NRC Emotion Lexicon,joy,Joy,COVID-to-climate,705,2,1,0.1848678839098007,0.2206879443094558,0.14740822804063167,0.15079179586365796,0.32864051429864394,0.051212235173178,0.8197108745870858,-0.07639889741339645,0.23717239765004933,0.7473588338287616,True,False,0.233361639838616,0.4957458904382186,-0.9799825114930837,0.07111709318487434
2020-12-31,NRC Emotion Lexicon,joy,Joy,climate-to-COVID,705,3,1,0.0082044227956615,0.3521857669616435,0.0068123697044258445,0.008793374710441003,0.43877827096443656,0.0347114415532572,0.5068411246090452,0.021752584120447258,0.0478363308098983,0.6493039554387385,True,True,0.03598116197444298,0.6714792035693851,-0.2710160849927103,0.043345572044472265
2020-12-31,NRC Emotion Lexicon,anticipation,Anticipation,COVID-to-climate,705,4,1,0.1872242320038947,0.0863060161430914,0.17665813786132792,0.10858206576661315,0.10421334037222,0.0784662244593464,0.6620592162210761,0.03765160328674494,0.1837839406307081,0.8376745985370794,True,True,0.4527019906901228,0.1626026643017913,-0.04260501258485787,0.9435805937786678
